move_id,move_name_en,source_text,target_text_th,description_status,line_1_width_px,line_2_width_px,max_width_px,width_margin_px,mixed_latin,abbreviations,risk_score,risk_reasons,visual_qa_recommended
MOVE_STOCKPILE,STOCKPILE,"Charges up power for up to
3 turns.","สะสมพลังได้สูงสุด
3 เทิร์น",proof_passed,78,32,78,50,yes,,3,mixed_latin_or_number;numeric,no
MOVE_SPIT_UP,SPIT UP,"Releases stockpiled power
(the more the better).","ปล่อยพลังที่สะสมไว้
ยิ่งสะสมมากยิ่งแรง",proof_passed,86,77,86,42,no,,0,,no
MOVE_SWALLOW,SWALLOW,"Absorbs stockpiled power
and restores HP.","ดูดซับพลังที่สะสม
เพื่อฟื้นฟู HP",proof_passed,77,55,77,51,yes,HP,2,mixed_latin_or_number,no
MOVE_HEAT_WAVE,HEAT WAVE,"Exhales a hot breath on the
foe. May inflict a burn.","พ่นลมหายใจร้อนจัด
อาจทำให้คู่ต่อสู้ไหม้",proof_passed,90,86,90,38,no,,1,status_or_ko_text,no
MOVE_HAIL,HAIL,"Summons a hailstorm that
strikes every turn.","เรียกลูกเห็บให้ตก
โจมตีทุกเทิร์น",proof_passed,78,62,78,50,no,,0,,no
MOVE_TORMENT,TORMENT,"Torments the foe and stops
successive use of a move.","ทรมานคู่ต่อสู้
ไม่ให้ใช้ท่าเดิมต่อเนื่อง",proof_passed,57,102,102,26,no,,0,,no
MOVE_FLATTER,FLATTER,"Confuses the foe, but
raises its SP. ATK.","ทำให้คู่ต่อสู้สับสน
แต่เพิ่มพลังโจมตีพิเศษ",proof_passed,77,103,103,25,no,,1,status_or_ko_text,no
MOVE_WILL_O_WISP,WILL-O-WISP,"Inflicts a burn on the foe
with intense fire.","ใช้เปลวไฟรุนแรง
ทำให้คู่ต่อสู้ไหม้",proof_passed,78,70,78,50,no,,1,status_or_ko_text,no
MOVE_MEMENTO,MEMENTO,"The user faints and lowers
the foe's abilities.","ผู้ใช้ท่าหมดสภาพ
และลดค่าสถานะคู่ต่อสู้",proof_passed,75,97,97,31,no,,1,status_or_ko_text,no
MOVE_FACADE,FACADE,"Boosts ATTACK when burned,
paralyzed, or poisoned.","เพิ่มพลังโจมตีเมื่อไหม้
อัมพาตหรือติดพิษ",proof_passed,99,81,99,29,no,,1,status_or_ko_text,no
MOVE_FOCUS_PUNCH,FOCUS PUNCH,"A powerful loyalty attack.
The user flinches if hit.","โจมตีด้วยพลังมหาศาล
ผู้ใช้ท่าชะงักหากถูกโจมตี",proof_passed,97,105,105,23,no,,1,status_or_ko_text,no
MOVE_SMELLING_SALT,SMELLINGSALT,"Powerful against paralyzed
foes, but also heals them.","รุนแรงต่อผู้ที่อัมพาต
แต่รักษาอัมพาตให้ด้วย",proof_passed,87,101,101,27,no,,1,status_or_ko_text,no
MOVE_FOLLOW_ME,FOLLOW ME,"Draws attention to make
foes attack only the user.","ดึงความสนใจให้คู่ต่อสู้
โจมตีผู้ใช้ท่าเท่านั้น",proof_passed,100,85,100,28,no,,0,,no
MOVE_NATURE_POWER,NATURE POWER,"The type of attack varies
depending on the location.","ประเภทการโจมตีเปลี่ยนไป
ตามสถานที่",proof_passed,119,49,119,9,no,,3,wide_line,yes
MOVE_CHARGE,CHARGE,"Charges power to boost the
electric move used next.","สะสมพลังเพื่อเพิ่ม
พลังท่าไฟฟ้าถัดไป",proof_passed,79,81,81,47,no,,0,,no
MOVE_TAUNT,TAUNT,"Taunts the foe into only
using attack moves.","ยั่วยุให้คู่ต่อสู้
ใช้ได้เฉพาะท่าโจมตี",proof_passed,57,90,90,38,no,,0,,no
MOVE_HELPING_HAND,HELPING HAND,"Boosts the power of the
recipient's moves.","เพิ่มพลังท่าของ
โปเกมอนฝ่ายเดียวกัน",proof_passed,64,96,96,32,no,,0,,no
MOVE_TRICK,TRICK,"Tricks the foe into trading
held items.","หลอกให้คู่ต่อสู้
แลกไอเทมที่ถืออยู่",proof_passed,64,80,80,48,no,,0,,no
MOVE_ROLE_PLAY,ROLE PLAY,"Mimics the target and
copies its special ability.","คัดลอกความสามารถพิเศษ
ของเป้าหมาย",proof_passed,115,55,115,13,no,,3,wide_line,yes
MOVE_WISH,WISH,"A wish that restores HP.
It takes time to work.","อธิษฐานเพื่อฟื้นฟู HP
แต่ต้องรอให้เกิดผล",proof_passed,92,84,92,36,yes,HP,2,mixed_latin_or_number,no
MOVE_ASSIST,ASSIST,"Attacks randomly with one
of the partner's moves.","สุ่มใช้ท่าหนึ่ง
ของโปเกมอนร่วมทีม",proof_passed,55,91,91,37,no,,0,,no
MOVE_INGRAIN,INGRAIN,"Lays roots that restore HP.
The user can't switch out.","หยั่งรากเพื่อฟื้นฟู HP
แต่ผู้ใช้ท่าสลับตัวไม่ได้",proof_passed,87,101,101,27,yes,HP,2,mixed_latin_or_number,no
MOVE_SUPERPOWER,SUPERPOWER,"Boosts strength sharply,
but lowers abilities.","เพิ่มพละกำลังอย่างมาก
แต่ลดค่าสถานะ",proof_passed,95,67,95,33,no,,1,sharp_stat_change,no
MOVE_MAGIC_COAT,MAGIC COAT,"Reflects special effects
back to the attacker.","สะท้อนผลพิเศษ
กลับไปยังผู้โจมตี",proof_passed,71,73,73,55,no,,0,,no
MOVE_RECYCLE,RECYCLE,"Recycles a used item for
one more use.","นำไอเทมที่ใช้แล้ว
กลับมาใช้ได้อีกครั้ง",proof_passed,79,85,85,43,no,,0,,no
MOVE_REVENGE,REVENGE,"An attack that gains power
if injured by the foe.","พลังเพิ่มหากผู้ใช้ท่า
ถูกคู่ต่อสู้ทำร้าย",proof_passed,83,64,83,45,no,,0,,no
MOVE_BRICK_BREAK,BRICK BREAK,"Destroys barriers such as
REFLECT and causes damage.","ทำลายกำแพงเช่น REFLECT
พร้อมสร้างความเสียหาย",proof_passed,112,102,112,16,yes,,2,mixed_latin_or_number,no
MOVE_YAWN,YAWN,"Lulls the foe into yawning,
then sleeping next turn.","ทำให้คู่ต่อสู้หาว
และหลับในเทิร์นถัดไป",proof_passed,67,102,102,26,no,,0,,no
MOVE_KNOCK_OFF,KNOCK OFF,"Knocks down the foe's held
item to prevent its use.","ปัดไอเทมที่ถืออยู่ทิ้ง
เพื่อป้องกันการใช้งาน",proof_passed,87,92,92,36,no,,0,,no
MOVE_ENDEAVOR,ENDEAVOR,"Gains power if the user's HP
is lower than the foe's HP.","พลังเพิ่มเมื่อ HP ผู้ใช้ท่า
ต่ำกว่า HP คู่ต่อสู้",proof_passed,99,69,99,29,yes,HP,2,mixed_latin_or_number,no
MOVE_ERUPTION,ERUPTION,"The higher the user's HP,
the more damage caused.","HP ผู้ใช้ท่ายิ่งสูง
ยิ่งสร้างความเสียหายมาก",proof_passed,62,103,103,25,yes,HP,2,mixed_latin_or_number,no
MOVE_SKILL_SWAP,SKILL SWAP,"The user swaps special
abilities with the target.","แลกความสามารถพิเศษ
กับเป้าหมาย",proof_passed,102,52,102,26,no,,0,,no
MOVE_IMPRISON,IMPRISON,"Prevents foes from using
moves known by the user.","ป้องกันคู่ต่อสู้ใช้
ท่าที่ผู้ใช้ท่ารู้",proof_passed,69,52,69,59,no,,0,,no
MOVE_REFRESH,REFRESH,"Heals poisoning, paralysis,
or a burn.","รักษาพิษ อัมพาต
หรืออาการไหม้",proof_passed,74,64,74,54,no,,1,status_or_ko_text,no
MOVE_GRUDGE,GRUDGE,"If the user faints, deletes
all PP of foe's last move.","หากผู้ใช้ท่าหมดสภาพ
PP ท่าล่าสุดคู่ต่อสู้จะหมด",proof_passed,92,105,105,23,yes,PP,3,mixed_latin_or_number;status_or_ko_text,yes
MOVE_SNATCH,SNATCH,"Steals the effects of the
move the target uses next.","ขโมยผลของท่า
ที่เป้าหมายใช้ถัดไป",proof_passed,63,84,84,44,no,,0,,no
MOVE_SECRET_POWER,SECRET POWER,"An attack with effects
that vary by location.","ผลของการโจมตี
เปลี่ยนไปตามสถานที่",proof_passed,68,93,93,35,no,,0,,no
MOVE_DIVE,DIVE,"Dives underwater the first
turn and strikes next turn.","ดำน้ำในเทิร์นแรก
โจมตีในเทิร์นถัดไป",proof_passed,78,89,89,39,no,,0,,no
MOVE_ARM_THRUST,ARM THRUST,"Straight-arm punches that
strike the foe 2 to 5 times.","ชกด้วยแขนเหยียดตรง
2 ถึง 5 ครั้ง",proof_passed,98,47,98,30,yes,,3,mixed_latin_or_number;numeric,no
MOVE_CAMOUFLAGE,CAMOUFLAGE,"Alters the POKéMON's type
depending on the location.","เปลี่ยนประเภทโปเกมอน
ตามสถานที่",proof_passed,109,49,109,19,no,,0,,no
MOVE_TAIL_GLOW,TAIL GLOW,"Flashes a light that sharply
raises SP. ATK.","เปล่งแสงจากหาง
เพิ่มพลังโจมตีพิเศษอย่างมาก",proof_passed,69,126,126,2,no,,7,near_128px;sharp_stat_change,yes
MOVE_LUSTER_PURGE,LUSTER PURGE,"Attacks with a burst of
light. May lower SP. DEF.","โจมตีด้วยแสงระเบิด
อาจลดพลังป้องกันพิเศษ",proof_passed,89,105,105,23,no,,0,,no
MOVE_MIST_BALL,MIST BALL,"Attacks with a flurry of
down. May lower SP. ATK.","โจมตีด้วยปุยขนนุ่ม
อาจลดพลังโจมตีพิเศษ",proof_passed,86,99,99,29,no,,0,,no
MOVE_FEATHER_DANCE,FEATHERDANCE,"Envelops the foe with down
to sharply reduce ATTACK.","ห่อหุ้มด้วยปุยขน
ลดพลังโจมตีอย่างมาก",proof_passed,73,93,93,35,no,,1,sharp_stat_change,no
MOVE_TEETER_DANCE,TEETER DANCE,"Confuses all POKéMON on
the scene.","ทำให้โปเกมอนทั้งหมด
ในสนามสับสน",proof_passed,100,66,100,28,no,,1,status_or_ko_text,no
MOVE_BLAZE_KICK,BLAZE KICK,"A kick with a high critical-
hit ratio. May cause a burn.","โอกาสโจมตีคริติคอลสูง
และอาจทำให้ไหม้",proof_passed,101,78,101,27,no,,1,status_or_ko_text,no
MOVE_MUD_SPORT,MUD SPORT,"Covers the user in mud to
raise electrical resistance.","คลุมผู้ใช้ท่าด้วยโคลน
เพื่อเพิ่มความต้านทานไฟฟ้า",proof_passed,94,125,125,3,no,,6,near_128px,yes
MOVE_ICE_BALL,ICE BALL,"A 5-turn attack that gains
power on successive hits.","โจมตีต่อเนื่อง 5 เทิร์น
และแรงขึ้นทุกครั้ง",proof_passed,95,81,95,33,yes,,3,mixed_latin_or_number;numeric,no
MOVE_NEEDLE_ARM,NEEDLE ARM,"Attacks with thorny arms.
May cause flinching.","โจมตีด้วยแขนหนาม
อาจทำให้คู่ต่อสู้ชะงัก",proof_passed,91,88,91,37,no,,1,status_or_ko_text,no
MOVE_SLACK_OFF,SLACK OFF,"Slacks off and restores
half the maximum HP.","พักผ่อนเพื่อฟื้นฟู
ครึ่งหนึ่งของ HP สูงสุด",proof_passed,76,92,92,36,yes,HP,2,mixed_latin_or_number,no
MOVE_HYPER_VOICE,HYPER VOICE,"A loud attack that uses
sound waves to injure.","โจมตีด้วยคลื่นเสียง
อันดังสนั่น",proof_passed,85,47,85,43,no,,0,,no
MOVE_POISON_FANG,POISON FANG,"A sharp-fanged attack.
May badly poison the foe.","โจมตีด้วยเขี้ยวแหลม
อาจทำให้ติดพิษรุนแรง",proof_passed,95,99,99,29,no,,1,status_or_ko_text,no
MOVE_CRUSH_CLAW,CRUSH CLAW,"Tears at the foe with sharp
claws. May lower DEFENSE.","ฉีกด้วยกรงเล็บแหลมคม
อาจลดพลังป้องกัน",proof_passed,106,78,106,22,no,,0,,no
MOVE_BLAST_BURN,BLAST BURN,"Powerful, but leaves the
user immobile the next turn.","พลังรุนแรงแต่ผู้ใช้ท่า
ขยับไม่ได้ในเทิร์นถัดไป",proof_passed,90,109,109,19,no,,0,,no
MOVE_HYDRO_CANNON,HYDRO CANNON,"Powerful, but leaves the
user immobile the next turn.","พลังรุนแรงแต่ผู้ใช้ท่า
ขยับไม่ได้ในเทิร์นถัดไป",proof_passed,90,109,109,19,no,,0,,no
MOVE_METEOR_MASH,METEOR MASH,"Fires a meteor-like punch.
May raise ATTACK.","ชกด้วยพลังดุจอุกกาบาต
อาจเพิ่มพลังโจมตี",proof_passed,102,78,102,26,no,,0,,no
MOVE_ASTONISH,ASTONISH,"An attack that may shock
the foe into flinching.","โจมตีให้ตกใจ
อาจทำให้คู่ต่อสู้ชะงัก",proof_passed,63,88,88,40,no,,1,status_or_ko_text,no
MOVE_WEATHER_BALL,WEATHER BALL,"The move's type and power
change with the weather.","ประเภทและพลังของท่า
เปลี่ยนตามสภาพอากาศ",proof_passed,98,101,101,27,no,,0,,no
MOVE_AROMATHERAPY,AROMATHERAPY,"Heals all status problems
with a soothing scent.","ใช้กลิ่นหอมผ่อนคลาย
รักษาสถานะผิดปกติทั้งหมด",proof_passed,95,118,118,10,no,,4,wide_line;status_or_ko_text,yes
MOVE_FAKE_TEARS,FAKE TEARS,"Feigns crying to sharply
lower the foe's SP. DEF.","แสร้งร้องไห้
ลดพลังป้องกันพิเศษอย่างมาก",proof_passed,50,126,126,2,no,,7,near_128px;sharp_stat_change,yes
MOVE_AIR_CUTTER,AIR CUTTER,"Hacks with razorlike wind.
High critical-hit ratio.","ฟันด้วยลมคมกริบ
โอกาสโจมตีคริติคอลสูง",proof_passed,81,101,101,27,no,,0,,no
MOVE_OVERHEAT,OVERHEAT,"Allows a full-power attack,
but sharply lowers SP. ATK.","โจมตีด้วยพลังเต็มที่
ลดพลังโจมตีพิเศษอย่างมาก",proof_passed,87,120,120,8,no,,7,near_128px;sharp_stat_change,yes
MOVE_ODOR_SLEUTH,ODOR SLEUTH,"Negates the foe's efforts
to heighten evasiveness.","ลบผลการเพิ่ม
การหลบหลีกของคู่ต่อสู้",proof_passed,59,96,96,32,no,,0,,no
MOVE_ROCK_TOMB,ROCK TOMB,"Stops the foe from moving
with rocks and cuts SPEED.","ขวางด้วยก้อนหิน
และลดความเร็ว",proof_passed,74,71,74,54,no,,0,,no
MOVE_SILVER_WIND,SILVER WIND,"A powdery attack that may
raise abilities.","โจมตีด้วยผงจากปีก
อาจเพิ่มค่าสถานะ",proof_passed,83,75,83,45,no,,0,,no
MOVE_METAL_SOUND,METAL SOUND,"Emits a horrible screech
that sharply lowers SP. DEF.","ปล่อยเสียงโลหะน่ากลัว
ลดพลังป้องกันพิเศษอย่างมาก",proof_passed,98,126,126,2,no,,7,near_128px;sharp_stat_change,yes
MOVE_GRASS_WHISTLE,GRASSWHISTLE,"Lulls the foe into sleep
with a pleasant melody.","บรรเลงทำนองไพเราะ
ทำให้คู่ต่อสู้หลับ",proof_passed,92,70,92,36,no,,0,,no
MOVE_TICKLE,TICKLE,"Makes the foe laugh to
lower ATTACK and DEFENSE.","ทำให้คู่ต่อสู้หัวเราะ
ลดพลังโจมตีและพลังป้องกัน",proof_passed,81,123,123,5,no,,6,near_128px,yes
MOVE_COSMIC_POWER,COSMIC POWER,"Raises DEFENSE and SP. DEF
with a mystic power.","เพิ่มพลังป้องกันและ
พลังป้องกันพิเศษ",proof_passed,86,76,86,42,no,,0,,no
MOVE_WATER_SPOUT,WATER SPOUT,"Inflicts more damage if the
user's HP is high.","สร้างความเสียหายมากขึ้น
เมื่อ HP ผู้ใช้ท่าสูง",proof_passed,109,72,109,19,yes,HP,2,mixed_latin_or_number,no
MOVE_SIGNAL_BEAM,SIGNAL BEAM,"A strange beam attack that
may confuse the foe.","ยิงลำแสงประหลาด
อาจทำให้คู่ต่อสู้สับสน",proof_passed,78,93,93,35,no,,1,status_or_ko_text,no
MOVE_SHADOW_PUNCH,SHADOW PUNCH,"An unavoidable punch that
is thrown from shadows.","ชกจากเงามืด
และไม่อาจหลบได้",proof_passed,54,80,80,48,no,,0,,no
MOVE_EXTRASENSORY,EXTRASENSORY,"Attacks with a peculiar
power. May cause flinching.","โจมตีด้วยพลังประหลาด
อาจทำให้คู่ต่อสู้ชะงัก",proof_passed,103,88,103,25,no,,1,status_or_ko_text,no
MOVE_SKY_UPPERCUT,SKY UPPERCUT,"An uppercut thrown as if
leaping into the sky.","ปล่อยหมัดเสย
ราวกับกระโดดขึ้นฟ้า",proof_passed,62,91,91,37,no,,0,,no
MOVE_SAND_TOMB,SAND TOMB,"Traps and hurts the foe in
quicksand for 2 to 5 turns.","ขังและทำร้ายในทรายดูด
นาน 2 ถึง 5 เทิร์น",proof_passed,104,76,104,24,yes,,3,mixed_latin_or_number;numeric,yes
MOVE_SHEER_COLD,SHEER COLD,"A chilling attack that
causes fainting if it hits.","โจมตีด้วยความหนาวเย็น
โดนแล้วทำให้หมดสภาพ",proof_passed,111,109,111,17,no,,1,status_or_ko_text,no
MOVE_MUDDY_WATER,MUDDY WATER,"Attacks with muddy water.
May lower accuracy.","โจมตีด้วยน้ำโคลน
อาจลดความแม่นยำ",proof_passed,81,84,84,44,no,,0,,no
MOVE_BULLET_SEED,BULLET SEED,"Shoots 2 to 5 seeds in a row
to strike the foe.","ยิงเมล็ดต่อเนื่อง
2 ถึง 5 ครั้ง",proof_passed,69,47,69,59,yes,,3,mixed_latin_or_number;numeric,no
MOVE_AERIAL_ACE,AERIAL ACE,"An extremely speedy and
unavoidable attack.","โจมตีด้วยความเร็วสูง
และไม่อาจหลบได้",proof_passed,94,80,94,34,no,,0,,no
MOVE_ICICLE_SPEAR,ICICLE SPEAR,"Attacks the foe by firing
2 to 5 icicles in a row.","ยิงแท่งน้ำแข็งต่อเนื่อง
2 ถึง 5 ครั้ง",proof_passed,91,47,91,37,yes,,3,mixed_latin_or_number;numeric,no
MOVE_IRON_DEFENSE,IRON DEFENSE,"Hardens the body's surface
to sharply raise DEFENSE.","ทำให้ผิวร่างกายแข็ง
เพิ่มพลังป้องกันอย่างมาก",proof_passed,82,105,105,23,no,,1,sharp_stat_change,no
MOVE_BLOCK,BLOCK,"Blocks the foe's way to
prevent escape.","ขวางทางคู่ต่อสู้
เพื่อป้องกันการหลบหนี",proof_passed,61,99,99,29,no,,0,,no
MOVE_HOWL,HOWL,"Howls to raise the spirit
and boosts ATTACK.","ส่งเสียงหอนปลุกใจ
เพื่อเพิ่มพลังโจมตี",proof_passed,82,80,82,46,no,,0,,no
MOVE_DRAGON_CLAW,DRAGON CLAW,"Slashes the foe with sharp
claws.","ฟันคู่ต่อสู้ด้วย
กรงเล็บแหลมคม",proof_passed,61,73,73,55,no,,0,,no
MOVE_FRENZY_PLANT,FRENZY PLANT,"Powerful, but leaves the
user immobile the next turn.","พลังรุนแรงแต่ผู้ใช้ท่า
ขยับไม่ได้ในเทิร์นถัดไป",proof_passed,90,109,109,19,no,,0,,no
MOVE_BULK_UP,BULK UP,"Bulks up the body to boost
both ATTACK and DEFENSE.","เกร็งกล้ามเนื้อเพื่อเพิ่ม
พลังโจมตีและพลังป้องกัน",proof_passed,98,110,110,18,no,,0,,no
MOVE_BOUNCE,BOUNCE,"Bounces up, then down the
next turn. May paralyze.","กระโดดขึ้นแล้วโจมตี
เทิร์นถัดไป อาจทำให้อัมพาต",proof_passed,95,125,125,3,no,,7,near_128px;status_or_ko_text,yes
MOVE_MUD_SHOT,MUD SHOT,"Hurls mud at the foe and
reduces SPEED.","ขว้างโคลนใส่คู่ต่อสู้
และลดความเร็ว",proof_passed,84,71,84,44,no,,0,,no
MOVE_POISON_TAIL,POISON TAIL,"Has a high critical-hit
ratio. May also poison.","โอกาสโจมตีคริติคอลสูง
และอาจทำให้ติดพิษ",proof_passed,101,88,101,27,no,,1,status_or_ko_text,no
MOVE_COVET,COVET,"Cutely begs to obtain an
item held by the foe.","อ้อนขออย่างน่ารัก
เพื่อชิงไอเทมที่ถืออยู่",proof_passed,75,89,89,39,no,,0,,no
MOVE_VOLT_TACKLE,VOLT TACKLE,"A life-risking tackle that
slightly hurts the user.","พุ่งชนแบบเสี่ยงชีวิต
ผู้ใช้ท่าบาดเจ็บเล็กน้อย",proof_passed,86,100,100,28,no,,0,,no
MOVE_MAGICAL_LEAF,MAGICAL LEAF,"Attacks with a strange leaf
that cannot be evaded.","โจมตีด้วยใบไม้ประหลาด
ที่ไม่อาจหลบได้",proof_passed,111,69,111,17,no,,0,,no
MOVE_WATER_SPORT,WATER SPORT,"The user becomes soaked to
raise resistance to fire.","ทำให้ผู้ใช้ท่าเปียกชุ่ม
เพื่อเพิ่มความต้านทานไฟ",proof_passed,89,113,113,15,no,,0,,no
MOVE_CALM_MIND,CALM MIND,"Raises SP. ATK and SP. DEF
by focusing the mind.","เพิ่มพลังโจมตีพิเศษ
และพลังป้องกันพิเศษ",proof_passed,89,94,94,34,no,,0,,no
MOVE_LEAF_BLADE,LEAF BLADE,"Slashes with a sharp leaf.
High critical-hit ratio.","ฟันด้วยใบไม้แหลมคม
โอกาสโจมตีคริติคอลสูง",proof_passed,102,101,102,26,no,,0,,no
MOVE_DRAGON_DANCE,DRAGON DANCE,"A mystical dance that ups
ATTACK and SPEED.","ร่ายรำลึกลับเพื่อเพิ่ม
พลังโจมตีและความเร็ว",proof_passed,86,101,101,27,no,,0,,no
MOVE_ROCK_BLAST,ROCK BLAST,"Hurls boulders at the foe
2 to 5 times in a row.","ขว้างก้อนหินต่อเนื่อง
2 ถึง 5 ครั้ง",proof_passed,90,47,90,38,yes,,3,mixed_latin_or_number;numeric,no
MOVE_SHOCK_WAVE,SHOCK WAVE,"A fast and unavoidable
electric attack.","โจมตีด้วยไฟฟ้ารวดเร็ว
และไม่อาจหลบได้",proof_passed,104,80,104,24,no,,0,,no
MOVE_WATER_PULSE,WATER PULSE,"Attacks with ultrasonic
waves. May confuse the foe.","โจมตีด้วยคลื่นเหนือเสียง
อาจทำให้คู่ต่อสู้สับสน",proof_passed,110,93,110,18,no,,1,status_or_ko_text,no
MOVE_DOOM_DESIRE,DOOM DESIRE,"Summons strong sunlight to
attack 2 turns later.","เรียกแสงแดดรุนแรง
โจมตีอีก 2 เทิร์นต่อมา",proof_passed,89,96,96,32,yes,,3,mixed_latin_or_number;numeric,no
MOVE_PSYCHO_BOOST,PSYCHO BOOST,"Allows a full-power attack,
but sharply lowers SP. ATK.","โจมตีด้วยพลังเต็มที่
ลดพลังโจมตีพิเศษอย่างมาก",proof_passed,87,120,120,8,no,,7,near_128px;sharp_stat_change,yes
