english_normalized,english_raw,thai,usage_count,source_ids,context_variants,status,notes
"mr. briney: dewford it is, then!\panchors aweigh!\npeeko, we're setting sail, my darling!$","MR. BRINEY: DEWFORD it is, then!\pAnchors aweigh!\nPEEKO, we're setting sail, my darling!$",คุณฮากิ: งั้นไปมุโระกัน!\pถอนสมอ!\nพีโกะ ออกเรือกันนะที่รัก!$,1,dlg_7eaad53685c1854a,,draft,
"mr. briney: hold on, lass!\nwait up, peeko!$","MR. BRINEY: Hold on, lass!\nWait up, PEEKO!$",คุณฮากิ: เดี๋ยวก่อนสาวน้อย!\nรอด้วย พีโกะ!$,1,dlg_59680c8db999e859,,draft,
"mr. stone: now, you should know that\ni am a great president.\pso, i'd never be so cheap as to ask\na favor for nothing in return.\pthat's why i want you to have this!$","MR. STONE: Now, you should know that\nI am a great PRESIDENT.\pSo, I'd never be so cheap as to ask\na favor for nothing in return.\pThat's why I want you to have this!$",ประธานสึวาบุกิ: คุณควรรู้ไว้นะว่า\nผมเป็นประธานผู้ยิ่งใหญ่\pผมจึงไม่ขอให้ใครช่วยฟรี ๆ\nโดยไม่มีสิ่งตอบแทนแน่นอน\pเพราะอย่างนั้น ผมอยากมอบนี่ให้คุณ!$,1,dlg_d944c62595a62903,,draft,
"mr. stone: that device...\pit's a pokémon navigator, or pokénav\nfor short.\pit's an indispensable tool for any\ntrainer on an adventure.\pit has a map of the hoenn region.\pyou can check the locations of\ndewford and slateport easily!\pby the way, i've heard that sinister\ncriminals--magma and aqua, i believe--\lhave been making trouble far and wide.\pi think it would be best if you rested\nup before you go on your way.$","MR. STONE: That device…\pIt's a POKéMON NAVIGATOR, or POKéNAV\nfor short.\pIt's an indispensable tool for any\nTRAINER on an adventure.\pIt has a map of the HOENN region.\pYou can check the locations of\nDEWFORD and SLATEPORT easily!\pBy the way, I've heard that sinister\ncriminals--MAGMA and AQUA, I believe--\lhave been making trouble far and wide.\pI think it would be best if you rested\nup before you go on your way.$",ประธานสึวาบุกิ: อุปกรณ์ชิ้นนั้น…\pชื่อเต็มคือโปเกมอนเนวิเกเตอร์\nหรือเรียกสั้น ๆ ว่าโปเกนาวี\pเป็นเครื่องมือที่ขาดไม่ได้สำหรับ\nเทรนเนอร์ผู้ออกผจญภัย\pในนั้นมีแผนที่ภูมิภาคโฮเอ็น\pคุณตรวจดูตำแหน่งของ\nมุโระกับไคไนได้ง่าย ๆ!\pว่าแต่ ผมได้ยินว่าพวกอาชญากร\nที่เรียกว่าทีมแมกมากับทีมอควา\lกำลังก่อเรื่องไปทั่ว\pพักผ่อนให้เต็มที่ก่อน\nออกเดินทางต่อจะดีกว่านะ$,1,dlg_6e4ba929b10c625c,,draft,
"mr. stone: well, then, {player}{kun},\ngo with caution and care!$","MR. STONE: Well, then, {PLAYER}{KUN},\ngo with caution and care!$",ประธานสึวาบุกิ: ถ้าอย่างนั้น {PLAYER}{KUN}\nเดินทางอย่างระมัดระวังนะ!$,1,dlg_80a46ed9b55cf555,,draft,
"norman, you don't mind, do you?\plet me borrow your {player}{kun} for\na minute or two.$","NORMAN, you don't mind, do you?\pLet me borrow your {PLAYER}{KUN} for\na minute or two.$",เซ็นริ คงไม่ว่าอะไรนะ?\pขอยืมตัว {PLAYER}{KUN} ของนาย\nสักครู่หนึ่ง$,1,dlg_258c92ca2f19d536,,draft,
"now what? if we don't get the parts,\nwe're in for it!\parrgh, i didn't count on being meddled\nwith by some meddling kid!$","Now what? If we don't get the parts,\nwe're in for it!\pArrgh, I didn't count on being meddled\nwith by some meddling kid!$",เอาไงดี? ถ้าไม่ได้ชิ้นส่วนกลับไป\nพวกเราแย่แน่!\pกรอด ไม่คิดเลยว่าจะถูก\nเด็กจุ้นจ้านมาขวางงาน!$,1,dlg_aa04df9ea54fa8e8,,draft,
"oh! how did it go?\nthe devon goods?\pyou did!\nyou got them back!\pyou really are a great trainer!\pi know! as my thanks, i'll give you\nanother great ball!$","Oh! How did it go?\nThe DEVON GOODS?\pYou did!\nYou got them back!\pYou really are a great TRAINER!\pI know! As my thanks, I'll give you\nanother GREAT BALL!$",อ้าว! เป็นยังไงบ้าง?\nสินค้าเดวอนล่ะ?\pทำได้แล้ว!\nเอากลับมาได้แล้ว!\pคุณเป็นเทรนเนอร์ที่ยอดเยี่ยมจริง ๆ!\pรู้แล้ว! เพื่อเป็นการขอบคุณ\nผมจะให้เกรตบอลอีกลูก!$,1,dlg_785cd46b2fc2f8ec,,draft,
oh! this boulder is shaking in response\nto the magma emblem!$,Oh! This boulder is shaking in response\nto the MAGMA EMBLEM!$,โอ้! ก้อนหินนี้กำลังสั่นตอบสนอง\nต่อตราสัญลักษณ์แมกมา!$,1,dlg_fe675caa94756773,,draft,
oh! {player}{kun}!\nyou're looking great!\pwe made a huge discovery on our last\nseafloor exploration.\pwe found an underwater cavern on\nroute 128.\pwe think it's the habitat of a pokémon\nthat's said to have been long extinct.$,Oh! {PLAYER}{KUN}!\nYou're looking great!\pWe made a huge discovery on our last\nseafloor exploration.\pWe found an underwater cavern on\nROUTE 128.\pWe think it's the habitat of a POKéMON\nthat's said to have been long extinct.$,โอ้! {PLAYER}{KUN}!\nดูดีมากเลยนะ!\pการสำรวจก้นทะเลครั้งล่าสุด\nทำให้เราค้นพบครั้งใหญ่\pเราพบถ้ำใต้ทะเลอยู่ที่\nเส้นทาง 128\pเราคิดว่านั่นคือถิ่นอาศัยของโปเกมอน\nที่ว่ากันว่าสูญพันธุ์ไปนานแล้ว$,1,dlg_f70b830d8ec236fd,,draft,
"oh, hi, {player}{kun}!\p...oh, i see, my dad gave you\na pokémon as a gift.\psince we're here, let's have a quick\nbattle!\pi'll give you a taste of what being\na trainer is like.$","Oh, hi, {PLAYER}{KUN}!\p…Oh, I see, my dad gave you\na POKéMON as a gift.\pSince we're here, let's have a quick\nbattle!\pI'll give you a taste of what being\na TRAINER is like.$",อ้าว สวัสดี {PLAYER}{KUN}!\p…อ๋อ เข้าใจแล้ว พ่อให้โปเกมอน\nเป็นของขวัญกับคุณสินะ\pไหน ๆ ก็มาเจอกันแล้ว\nมาสู้กันสักยกเถอะ!\pฉันจะให้คุณได้รู้ว่า\nการเป็นเทรนเนอร์เป็นยังไง$,1,dlg_31e833de1ea33667,,draft,
"oh, it's you!\pyou're that fantastic trainer who\nhelped me in petalburg woods!\phelp me! i was robbed by team aqua!\ni have to get the devon goods back!\pif i don't...\ni'm going to be in serious trouble.$","Oh, it's you!\pYou're that fantastic TRAINER who\nhelped me in PETALBURG WOODS!\pHelp me! I was robbed by TEAM AQUA!\nI have to get the DEVON GOODS back!\pIf I don't…\nI'm going to be in serious trouble.$",อ้าว คุณนี่เอง!\pคุณคือเทรนเนอร์ยอดฝีมือที่\nช่วยผมในป่าโทวกะนี่นา!\pช่วยด้วย! ผมถูกทีมอควาปล้น!\nต้องเอาสินค้าเดวอนกลับมาให้ได้!\pถ้าเอากลับมาไม่ได้…\nผมต้องเดือดร้อนหนักแน่ ๆ$,1,dlg_3af0169168c5908b,,draft,
"oh, man, what a disaster...\nthe boss is going to be furious...$","Oh, man, what a disaster…\nThe BOSS is going to be furious…$",โธ่เอ๊ย พังไม่เป็นท่า…\nบอสต้องโกรธจัดแน่…$,1,dlg_636ae9a849ca1131,,draft,
"oh, no...\nthis cannot happen...\pnot only the blue orb, but even\nthe red orb has been taken...\pthe blue orb and red orb must never\nbe separated. they belong together.\pwhat are those men trying to do with\nthe two orbs?\p... ... ... ... ... ...\n... ... ... ... ... ...\poh, yes. was it team magma who came\nand took the blue orb first?\pwell, in their haste, they left this\nbehind.\pi couldn't imagine what exactly it\ncould be.\pi would like you to have it.\nperhaps it will be useful in some way.$","Oh, no…\nThis cannot happen…\pNot only the BLUE ORB, but even\nthe RED ORB has been taken…\pThe BLUE ORB and RED ORB must never\nbe separated. They belong together.\pWhat are those men trying to do with\nthe two ORBS?\p… … … … … …\n… … … … … …\pOh, yes. Was it TEAM MAGMA who came\nand took the BLUE ORB first?\pWell, in their haste, they left this\nbehind.\pI couldn't imagine what exactly it\ncould be.\pI would like you to have it.\nPerhaps it will be useful in some way.$",โอ้ ไม่นะ…\nเรื่องเช่นนี้เกิดขึ้นไม่ได้…\pไม่ใช่แค่ลูกแก้วสีน้ำเงิน\nแม้แต่ลูกแก้วสีแดงก็ถูกชิงไป…\pลูกแก้วสีน้ำเงินกับลูกแก้วสีแดง\nห้ามแยกจากกัน ทั้งสองต้องอยู่คู่กัน\pคนพวกนั้นคิดจะทำอะไร\nกับลูกแก้วทั้งสองกันแน่?\p… … … … … …\n… … … … … …\pอ้อ ใช่ ทีมแมกมาเป็นพวกที่มา\nเอาลูกแก้วสีน้ำเงินไปก่อนสินะ?\pแต่ตอนรีบร้อน พวกเขาทิ้ง\nสิ่งนี้เอาไว้\pฉันเองก็นึกไม่ออกว่า\nมันคืออะไรกันแน่\pฉันอยากมอบมันให้เธอ\nบางทีมันอาจมีประโยชน์ก็ได้$,1,dlg_3e6adbb836d10aa0,,draft,
our president would like to have\na word with you.\pplease come with me.$,Our PRESIDENT would like to have\na word with you.\pPlease come with me.$,ท่านประธานอยาก\nคุยกับคุณหน่อย\pเชิญตามผมมาครับ$,1,dlg_ef91cab884e7930d,,draft,
"peeko owes her life to you!\pthey call me mr. briney.\nand, you are?\p... ... ... ... ... ... ... ...\n... ... ... ... ... ... ... ...\pah, so you are {player}{kun}!\ni sincerely thank you!\pnow, if there's anything that troubles\nyou, don't hesitate to tell me!\pyou can usually find me in my cottage\nby the sea near petalburg woods.\pcome, peeko, we should make our way\nhome.\ppeeko: pihyoh!$","PEEKO owes her life to you!\pThey call me MR. BRINEY.\nAnd, you are?\p… … … … … … … …\n… … … … … … … …\pAh, so you are {PLAYER}{KUN}!\nI sincerely thank you!\pNow, if there's anything that troubles\nyou, don't hesitate to tell me!\pYou can usually find me in my cottage\nby the sea near PETALBURG WOODS.\pCome, PEEKO, we should make our way\nhome.\pPEEKO: Pihyoh!$",พีโกะรอดมาได้ก็เพราะคุณ!\pฉันชื่อฮากิ\nแล้วคุณล่ะ?\p… … … … … … … …\n… … … … … … … …\pอ๋อ คุณคือ {PLAYER}{KUN} สินะ!\nขอบคุณจากใจจริง!\pถ้ามีอะไรเดือดร้อน\nก็บอกฉันได้เสมอนะ!\pปกติฉันอยู่กระท่อมริมทะเล\nใกล้ป่าโทวกะ\pไปกันเถอะพีโกะ\nกลับบ้านกัน\pพีโกะ: ปีฮโยะ!$,1,dlg_6917422c3af8974f,,draft,
peeko!\nam i glad to see you're safe!$,PEEKO!\nAm I glad to see you're safe!$,พีโกะ!\nดีจริง ๆ ที่เธอปลอดภัย!$,1,dlg_2a1b92399c937260,,draft,
"please, go ahead.$","Please, go ahead.$",เชิญเข้าไปได้เลยครับ$,1,dlg_6c5f3fd5f4fa792e,,draft,
"prof. birch: anyways,\ncongratulations!\pnow, go proudly into the final room!$","PROF. BIRCH: Anyways,\ncongratulations!\pNow, go proudly into the final room!$",ศ.เบิร์ช: เอาเป็นว่า\nขอแสดงความยินดี!\pเข้าไปในห้องสุดท้ายอย่างภาคภูมิใจได้เลย!$,1,dlg_dd762debedb89c77,,draft,
"prof. birch: if you work at pokémon\nand gain experience, i think you'll make\lan extremely good trainer.\pmy kid, {rival}, is also studying\npokémon while helping me out.\p{player}{kun}, don't you think it might be\na good idea to go see {rival}?$","PROF. BIRCH: If you work at POKéMON\nand gain experience, I think you'll make\lan extremely good TRAINER.\pMy kid, {RIVAL}, is also studying\nPOKéMON while helping me out.\p{PLAYER}{KUN}, don't you think it might be\na good idea to go see {RIVAL}?$",ศ.เบิร์ช: ถ้าเธอฝึกฝนโปเกมอน\nและสั่งสมประสบการณ์ ผมว่าเธอจะเป็น\lเทรนเนอร์ที่เก่งกาจมากแน่ ๆ\p{RIVAL} ลูกของผมก็กำลังศึกษา\nโปเกมอนและคอยช่วยงานผมอยู่\p{PLAYER}{KUN} ลองไปหา\n{RIVAL} ดูก็ดีนะ ว่าไหม?$,1,dlg_2f2b9342597fd41c,,draft,
"prof. birch: oh, hi, {player}{kun}!\pi heard you beat {rival} on\nyour first try. that's excellent!\p{rival}'s been helping with my research\nfor a long time.\p{rival} has an extensive history as\na trainer already.\phere, {player}{kun}, i ordered this for my\nresearch, but i think you should have\lthis pokédex.$","PROF. BIRCH: Oh, hi, {PLAYER}{KUN}!\pI heard you beat {RIVAL} on\nyour first try. That's excellent!\p{RIVAL}'s been helping with my research\nfor a long time.\p{RIVAL} has an extensive history as\na TRAINER already.\pHere, {PLAYER}{KUN}, I ordered this for my\nresearch, but I think you should have\lthis POKéDEX.$",ศ.เบิร์ช: อ้าว สวัสดี {PLAYER}{KUN}!\pได้ยินว่าเธอชนะ {RIVAL}\nได้ตั้งแต่ครั้งแรก ยอดเยี่ยมมาก!\p{RIVAL} ช่วยงานวิจัยของผม\nมานานแล้ว\p{RIVAL} เองก็มีประสบการณ์\nเป็นเทรนเนอร์มามากทีเดียว\pนี่ {PLAYER}{KUN} ผมสั่งสิ่งนี้มา\nเพื่อใช้ทำวิจัย แต่คิดว่าเธอ\lควรรับโปเกเด็กซ์นี้ไป$,1,dlg_4a63ffe7b2d7349e,,draft,
"prof. birch: see?\nwhat did i tell you, {rival}?\pdidn't i tell you that you don't need\nto worry about {player}{kun}?\p... ... ... ... ... ... ... ...\n{player}{kun}, you've finally done it.\pwhen i heard that you defeated your\nown father at the petalburg gym,\li thought perhaps you had a chance...\pbut to think you've actually become\nthe champion!\pah, yes!\pwhat became of your pokédex?\nhere, let me see.$","PROF. BIRCH: See?\nWhat did I tell you, {RIVAL}?\pDidn't I tell you that you don't need\nto worry about {PLAYER}{KUN}?\p… … … … … … … …\n{PLAYER}{KUN}, you've finally done it.\pWhen I heard that you defeated your\nown father at the PETALBURG GYM,\lI thought perhaps you had a chance…\pBut to think you've actually become\nthe CHAMPION!\pAh, yes!\pWhat became of your POKéDEX?\nHere, let me see.$",ศ.เบิร์ช: เห็นไหม?\nผมบอกแล้วไม่ใช่หรือ {RIVAL}?\pบอกแล้วว่าไม่ต้องเป็นห่วง\n{PLAYER}{KUN} หรอก\p… … … … … … … …\n{PLAYER}{KUN} ในที่สุดก็ทำสำเร็จ\pตอนที่ได้ยินว่าเธอเอาชนะ\nพ่อของตัวเองที่โทวกะยิม\lผมคิดว่าเธออาจมีโอกาส…\pแต่ไม่นึกว่าจะได้เป็น\nแชมเปี้ยนจริง ๆ!\pอ้อ ใช่แล้ว!\pโปเกเด็กซ์ของเธอเป็นยังไงบ้าง?\nขอผมดูหน่อย$,1,dlg_81ca23e1fc2c226a,,draft,
"prof. birch: so, {player}{kun}.\pi've heard so much about you from\nyour father.\pi've heard that you don't have your\nown pokémon yet.\pbut the way you battled earlier,\nyou pulled it off with aplomb!\pi guess you have your father's blood\nin your veins after all!\poh, yes. as thanks for rescuing me,\ni'd like you to have the pokémon you\lused earlier.\p{player} received the {str_var_1}!$","PROF. BIRCH: So, {PLAYER}{KUN}.\pI've heard so much about you from\nyour father.\pI've heard that you don't have your\nown POKéMON yet.\pBut the way you battled earlier,\nyou pulled it off with aplomb!\pI guess you have your father's blood\nin your veins after all!\pOh, yes. As thanks for rescuing me,\nI'd like you to have the POKéMON you\lused earlier.\p{PLAYER} received the {STR_VAR_1}!$",ศ.เบิร์ช: เอาละ {PLAYER}{KUN}\pผมได้ยินเรื่องของเธอ\nจากพ่อของเธอมามากเลย\pได้ยินว่าเธอยังไม่มี\nโปเกมอนเป็นของตัวเอง\pแต่จากฝีมือต่อสู้เมื่อกี้\nเธอทำได้อย่างยอดเยี่ยมเลย!\pสมแล้วที่เป็นลูก\nของพ่อเธอจริง ๆ!\pจริงสิ เพื่อขอบคุณที่ช่วยผมไว้\nผมอยากมอบโปเกมอน\lที่เธอใช้เมื่อกี้ให้\p{PLAYER} ได้รับ {STR_VAR_1}!$,1,dlg_e1f579546c78b2f9,,draft,
"prof. birch: the pokédex is a high-tech\ntool that automatically makes a record\lof any pokémon you meet or catch.\pmy kid, {rival}, goes everywhere\nwith it.\pwhenever my kid catches a rare pokémon\nand records its data in the pokédex,\lwhy, {rival} looks for me while i'm out\ldoing fieldwork, and shows me.$","PROF. BIRCH: The POKéDEX is a high-tech\ntool that automatically makes a record\lof any POKéMON you meet or catch.\pMy kid, {RIVAL}, goes everywhere\nwith it.\pWhenever my kid catches a rare POKéMON\nand records its data in the POKéDEX,\lwhy, {RIVAL} looks for me while I'm out\ldoing fieldwork, and shows me.$",ศ.เบิร์ช: โปเกเด็กซ์เป็นอุปกรณ์\nไฮเทคที่บันทึกข้อมูลโปเกมอน\lทุกตัวที่พบหรือจับได้โดยอัตโนมัติ\p{RIVAL} ลูกของผม\nพกมันติดตัวไปทุกแห่ง\pพอจับโปเกมอนหายากและบันทึกข้อมูล\nลงโปเกเด็กซ์ได้ {RIVAL} ก็จะตามหา\lผมที่กำลังสำรวจภาคสนาม\lแล้วเอาข้อมูลมาให้ผมดู$,1,dlg_dacb535b10f34d0d,,draft,
"prof. birch: whew...\pi was in the tall grass studying wild\npokémon when i was jumped.\pyou saved me.\nthanks a lot!\poh?\phi, you're {player}{kun}!\pthis is not the place to chat, so come\nby my pokémon lab later, okay?$","PROF. BIRCH: Whew…\pI was in the tall grass studying wild\nPOKéMON when I was jumped.\pYou saved me.\nThanks a lot!\pOh?\pHi, you're {PLAYER}{KUN}!\pThis is not the place to chat, so come\nby my POKéMON LAB later, okay?$",ศ.เบิร์ช: เฮ้อ…\pผมกำลังศึกษาโปเกมอนป่า\nในพงหญ้า แล้วจู่ ๆ ก็ถูกจู่โจม\pเธอช่วยผมไว้\nขอบใจมากนะ!\pโอ๊ะ?\pสวัสดี เธอคือ {PLAYER}{KUN} นี่นา!\pที่นี่ไม่เหมาะจะคุยกัน\nไว้แวะมาที่แล็บโปเกมอนของผมทีหลังนะ$,1,dlg_df2e8d10a02d0a58,,draft,
"prof. birch: while you're at it, why not\ngive a nickname to that {str_var_1}?$","PROF. BIRCH: While you're at it, why not\ngive a nickname to that {STR_VAR_1}?$",ศ.เบิร์ช: ไหน ๆ แล้ว ลองตั้งชื่อเล่นให้\n{STR_VAR_1} ตัวนั้นหน่อยไหม?$,1,dlg_a85b0bd843afd737,,draft,
"prof. birch: {rival}?\ngone home, i think.\por maybe that kid's scrabbling around\nin tall grass again somewhere...\pif you or your pokémon get tired,\nyou should get some rest at home.$","PROF. BIRCH: {RIVAL}?\nGone home, I think.\pOr maybe that kid's scrabbling around\nin tall grass again somewhere…\pIf you or your POKéMON get tired,\nyou should get some rest at home.$",ศ.เบิร์ช: {RIVAL} เหรอ?\nคงกลับบ้านไปแล้วละ\pหรือไม่ก็คงกำลังตะลุย\nพงหญ้าอยู่ที่ไหนสักแห่งอีก…\pถ้าเธอหรือโปเกมอนเหนื่อย\nก็กลับไปพักที่บ้านนะ$,1,dlg_68038fa36d7bdaf1,,draft,
"scott: hahahah!\nway to go, {player}{kun}!\pi just passed by a trainer riding\na bike.\pyou just beat that trainer, didn't you?\nit was pretty obvious that you did.\pthe kid looked really upset with\na face all red from anger.\pi sure seem to run into you often.\nare you off to fortree gym next?\pi expect that you'll do well at the gym.\nwell, i'll be seeing you!$","SCOTT: Hahahah!\nWay to go, {PLAYER}{KUN}!\pI just passed by a TRAINER riding\na BIKE.\pYou just beat that TRAINER, didn't you?\nIt was pretty obvious that you did.\pThe kid looked really upset with\na face all red from anger.\pI sure seem to run into you often.\nAre you off to FORTREE GYM next?\pI expect that you'll do well at the GYM.\nWell, I'll be seeing you!$",เอนิชิดะ: ฮ่า ๆ ๆ!\nทำได้ดีมาก {PLAYER}{KUN}!\pเมื่อกี้ฉันเดินผ่านเทรนเนอร์\nที่ขี่จักรยานอยู่คนหนึ่ง\pเธอเพิ่งชนะเทรนเนอร์คนนั้น\nมาใช่ไหม? ดูออกทันทีเลย\pเด็กคนนั้นดูหัวเสียมาก\nหน้าแดงก่ำด้วยความโกรธ\pดูเหมือนฉันจะเจอเธอบ่อยนะ\nต่อไปจะไปฮิวะมากิยิมหรือ?\pฉันมั่นใจว่าเธอจะทำได้ดีที่ยิม\nแล้วพบกันใหม่!$,1,dlg_6f04353d49eb36ad,,draft,
"scott: hehe...\ni was watching that match!\pyou're friends with that boy wally,\naren't you?\pbut you didn't hold anything back\nand beat him impressively.\pyeah! that's what a real pokémon\nbattle is all about!\pi idolize trainers like that!\p... ... ... ... ... ...\ni'll be cheering for you!$","SCOTT: Hehe…\nI was watching that match!\pYou're friends with that boy WALLY,\naren't you?\pBut you didn't hold anything back\nand beat him impressively.\pYeah! That's what a real POKéMON\nbattle is all about!\pI idolize TRAINERS like that!\p… … … … … …\nI'll be cheering for you!$",เอนิชิดะ: ฮี่ ๆ…\nฉันดูการต่อสู้นั่นอยู่!\pคุณเป็นเพื่อนกับมิตสึรุ\nใช่ไหม?\pแต่ก็ไม่ออมมือ และเอาชนะเขา\nได้อย่างยอดเยี่ยม\pใช่แล้ว! การต่อสู้ของโปเกมอน\nที่แท้จริงต้องแบบนี้!\pฉันชื่นชมเทรนเนอร์แบบคุณ!\p… … … … … …\nฉันจะคอยเอาใจช่วยนะ!$,1,dlg_a2a0edd5b970588e,,draft,
"since you are so strong, you should\nchallenge other gym leaders.\pby battling many trainers, you should\nlearn many things.$","Since you are so strong, you should\nchallenge other GYM LEADERS.\pBy battling many TRAINERS, you should\nlearn many things.$",ในเมื่อคุณแข็งแกร่งถึงเพียงนี้\nก็ควรไปท้าสู้กับยิมลีดเดอร์คนอื่น\pการต่อสู้กับเทรนเนอร์มากมาย\nจะทำให้คุณได้เรียนรู้อีกหลายสิ่ง$,1,dlg_ad5ae8da99fd5f43,,draft,
so it's {player}{kun}?$,So it's {PLAYER}{KUN}?$,ถ้าอย่างนั้น เธอคือ {PLAYER}{KUN} สินะ?$,1,dlg_531e30048ab5cfb4,,draft,
something unseeable is in the way.$,Something unseeable is in the way.$,มีบางสิ่งที่มองไม่เห็นขวางทางอยู่$,1,dlg_98e1f16605e4b205,,draft,
steven used the devon scope.\pan invisible pokémon became completely\nvisible!\pthe startled pokémon attacked!$,STEVEN used the DEVON SCOPE.\pAn invisible POKéMON became completely\nvisible!\pThe startled POKéMON attacked!$,ไดโกะใช้เดวอนสโคป\pโปเกมอนที่มองไม่เห็น\nปรากฏตัวออกมาอย่างชัดเจน!\pโปเกมอนที่ตกใจจู่โจมเข้ามา!$,1,dlg_8a26b89ed2ec5faf,,draft,
"steven: i see...\nyour battle style is intriguing.\pyour pokémon have obviously grown\nsince i first met you in dewford.\pi'd like you to have this\ndevon scope.\pwho knows, there may be other\nconcealed pokémon.$","STEVEN: I see…\nYour battle style is intriguing.\pYour POKéMON have obviously grown\nsince I first met you in DEWFORD.\pI'd like you to have this\nDEVON SCOPE.\pWho knows, there may be other\nconcealed POKéMON.$",ไดโกะ: เข้าใจแล้ว…\nรูปแบบการต่อสู้ของเธอน่าสนใจมาก\pโปเกมอนของเธอเติบโตขึ้นชัดเจน\nตั้งแต่ครั้งแรกที่พบกันที่มุโระ\pฉันอยากมอบ\nเดวอนสโคปนี้ให้เธอ\pใครจะรู้ อาจมีโปเกมอนตัวอื่น\nซ่อนตัวอยู่อีกก็ได้$,1,dlg_972b63a027991002,,draft,
steven: i think you have what's\nneeded to help him...$,STEVEN: I think you have what's\nneeded to help him…$,ไดโกะ: ฉันคิดว่าเธอมีสิ่งที่\nจำเป็นต้องใช้ช่วยเขา…$,1,dlg_5fe249944b18d8de,,draft,
steven: it looks like both maxie and\narchie have gone away somewhere.\pperhaps they've gone to mt. pyre to\nreturn those orbs...$,STEVEN: It looks like both MAXIE and\nARCHIE have gone away somewhere.\pPerhaps they've gone to MT. PYRE to\nreturn those ORBS…$,ไดโกะ: ดูเหมือนทั้งมัตสึบูสะกับ\nอาโอกิริจะไปที่ไหนสักแห่งแล้ว\pบางทีอาจไปภูเขาโอคุริบิ\nเพื่อคืนลูกแก้วเหล่านั้น…$,1,dlg_3e9330ccd919163e,,draft,
"steven: listen, {player}{kun}.\pdoes seeing groudon and kyogre make\nyou think pokémon are to be feared?\pbut that's not true.\npokémon are really more...\p...why am i asking you this?\nyou already know.$","STEVEN: Listen, {PLAYER}{KUN}.\pDoes seeing GROUDON and KYOGRE make\nyou think POKéMON are to be feared?\pBut that's not true.\nPOKéMON are really more…\p…Why am I asking you this?\nYou already know.$",ไดโกะ: ฟังนะ {PLAYER}{KUN}\pการได้เห็นกราดอนกับไคโอกา ทำให้\nเธอคิดว่าโปเกมอนน่ากลัวหรือเปล่า?\pแต่ไม่ใช่อย่างนั้น\nแท้จริงแล้วโปเกมอนนั้น…\p…ฉันถามเรื่องนี้ทำไมนะ?\nเธอรู้อยู่แล้วนี่นา$,1,dlg_585a3ab7c24ab2ed,,draft,
"steven: okay, here we are!\pinside here you'll find someone named\nwallace.\pi think you have what's needed to\nhelp him...$","STEVEN: Okay, here we are!\pInside here you'll find someone named\nWALLACE.\pI think you have what's needed to\nhelp him…$",ไดโกะ: เอาละ ถึงแล้ว!\pข้างในนี้มีคนชื่อ\nมิคุริอยู่\pฉันคิดว่าเธอมีสิ่งที่\nจำเป็นต้องใช้ช่วยเขา…$,1,dlg_d0a9580f9bb5ec14,,draft,
steven: so that's rayquaza...\pit's incredible how the two rampaging\npokémon would flee from it in fear...$,STEVEN: So that's RAYQUAZA…\pIt's incredible how the two rampaging\nPOKéMON would flee from it in fear…$,ไดโกะ: นั่นคือเร็คคูซา…\pเหลือเชื่อจริง ๆ ที่โปเกมอนคลุ้มคลั่ง\nสองตัวนั้นหวาดกลัวจนหนีไป…$,1,dlg_a9cd459000662ef7,,draft,
steven: team magma...\pwhat's the point of stealing rocket\nfuel?$,STEVEN: TEAM MAGMA…\pWhat's the point of stealing rocket\nfuel?$,ไดโกะ: ทีมแมกมา…\pขโมยเชื้อเพลิงจรวดไป\nเพื่ออะไรกัน?$,1,dlg_fad0e7d043c9af8c,,draft,
steven: the sky pillar...\pi've never been there.\ni wonder where it could be?$,STEVEN: The SKY PILLAR…\pI've never been there.\nI wonder where it could be?$,ไดโกะ: เสาหลักแห่งฟ้า…\pฉันไม่เคยไปที่นั่นเลย\nไม่รู้ว่าอยู่ที่ไหนกันนะ?$,1,dlg_b7e2f6325e376b0e,,draft,
"steven: those pokémon fighting...\ngroudon... and kyogre...\pthe two super-ancient pokémon\nwere awakened from a long sleep...\pand now they are smashing each other\nwith their uncontrollable energy...\p...{player}{kun}.\pyou being here now i'll take to mean\nthat you're prepared to become\linvolved in this crisis.\pwell, then, there's someone that\ni'd like you to meet.\pcome with me, please.$","STEVEN: Those POKéMON fighting…\nGROUDON… And KYOGRE…\pThe two super-ancient POKéMON\nwere awakened from a long sleep…\pAnd now they are smashing each other\nwith their uncontrollable energy…\p…{PLAYER}{KUN}.\pYou being here now I'll take to mean\nthat you're prepared to become\linvolved in this crisis.\pWell, then, there's someone that\nI'd like you to meet.\pCome with me, please.$",ไดโกะ: โปเกมอนที่กำลังสู้กัน…\nกราดอน… และไคโอกา…\pโปเกมอนยุคบรรพกาลทั้งสอง\nตื่นจากการหลับใหลอันยาวนาน…\pตอนนี้พวกมันกำลังปะทะกัน\nด้วยพลังที่ควบคุมไม่ได้…\p…{PLAYER}{KUN}\pการที่เธอมาถึงที่นี่ หมายความว่า\nพร้อมจะเข้ามาพัวพัน\lกับวิกฤตนี้แล้วสินะ\pถ้าอย่างนั้น มีคนหนึ่ง\nที่ฉันอยากให้เธอพบ\pตามฉันมา$,1,dlg_2eb7f1b6277a7dc5,,draft,
