move_id,move_name_en,name_status,description_symbol,source_text,target_text_th,description_status,move_name_source_file,move_name_source_line,description_source_file,description_source_line,mapping_source_line
MOVE_CHARM,CHARM,keep_english,sCharmDescription,"Charms the foe and sharply
reduces its ATTACK.","ใช้เสน่ห์ดึงดูด
ลดพลังโจมตีอย่างมาก",proof_passed,src/data/text/move_names.h,207,src/data/text/move_descriptions.h,816,1626
MOVE_ROLLOUT,ROLLOUT,keep_english,sRolloutDescription,"An attack lasting 5 turns
with rising intensity.","โจมตีต่อเนื่อง 5 เทิร์น
และแรงขึ้นทุกครั้ง",proof_passed,src/data/text/move_names.h,208,src/data/text/move_descriptions.h,820,1627
MOVE_FALSE_SWIPE,FALSE SWIPE,keep_english,sFalseSwipeDescription,"An attack that leaves the
foe with at least 1 HP.","โจมตีโดยเหลือ HP
คู่ต่อสู้อย่างน้อย 1",proof_passed,src/data/text/move_names.h,209,src/data/text/move_descriptions.h,824,1628
MOVE_SWAGGER,SWAGGER,keep_english,sSwaggerDescription,"Confuses the foe, but also
sharply raises ATTACK.","ทำให้คู่ต่อสู้สับสน
แต่เพิ่มพลังโจมตีอย่างมาก",proof_passed,src/data/text/move_names.h,210,src/data/text/move_descriptions.h,828,1629
MOVE_MILK_DRINK,MILK DRINK,keep_english,sMilkDrinkDescription,"Recovers up to half the
user's maximum HP.","ฟื้นฟู HP ได้ถึง
ครึ่งหนึ่งของ HP สูงสุด",proof_passed,src/data/text/move_names.h,211,src/data/text/move_descriptions.h,832,1630
MOVE_SPARK,SPARK,keep_english,sSparkDescription,"An electrified tackle that
may paralyze the foe.","พุ่งชนด้วยกระแสไฟฟ้า
อาจทำให้คู่ต่อสู้อัมพาต",proof_passed,src/data/text/move_names.h,212,src/data/text/move_descriptions.h,836,1631
MOVE_FURY_CUTTER,FURY CUTTER,keep_english,sFuryCutterDescription,"An attack that intensifies
on each successive hit.","โจมตีแรงขึ้น
ทุกครั้งที่ใช้ต่อเนื่อง",proof_passed,src/data/text/move_names.h,213,src/data/text/move_descriptions.h,840,1632
MOVE_STEEL_WING,STEEL WING,keep_english,sSteelWingDescription,"Strikes the foe with hard
wings spread wide.","โจมตีด้วยปีกแข็ง
ที่กางออกกว้าง",proof_passed,src/data/text/move_names.h,214,src/data/text/move_descriptions.h,844,1633
MOVE_MEAN_LOOK,MEAN LOOK,keep_english,sMeanLookDescription,"Fixes the foe with a mean
look that prevents escape.","จ้องด้วยสายตาน่ากลัว
เพื่อป้องกันการหลบหนี",proof_passed,src/data/text/move_names.h,215,src/data/text/move_descriptions.h,848,1634
MOVE_ATTRACT,ATTRACT,keep_english,sAttractDescription,"Makes the opposite gender
less likely to attack.","ทำให้เพศตรงข้าม
มีโอกาสโจมตีน้อยลง",proof_passed,src/data/text/move_names.h,216,src/data/text/move_descriptions.h,852,1635
MOVE_SLEEP_TALK,SLEEP TALK,keep_english,sSleepTalkDescription,"Uses an available move
randomly while asleep.","สุ่มใช้ท่าที่มีอยู่
ขณะกำลังหลับ",proof_passed,src/data/text/move_names.h,217,src/data/text/move_descriptions.h,856,1636
MOVE_HEAL_BELL,HEAL BELL,keep_english,sHealBellDescription,"Chimes soothingly to heal
all status abnormalities.","เสียงกระดิ่งผ่อนคลาย
รักษาสถานะผิดปกติทั้งหมด",proof_passed,src/data/text/move_names.h,218,src/data/text/move_descriptions.h,860,1637
MOVE_RETURN,RETURN,keep_english,sReturnDescription,"An attack that increases
in power with friendship.","พลังเพิ่มตามความสนิท
ของผู้ใช้ท่ากับเทรนเนอร์",proof_passed,src/data/text/move_names.h,219,src/data/text/move_descriptions.h,864,1638
MOVE_PRESENT,PRESENT,keep_english,sPresentDescription,"A gift in the form of a
bomb. May restore HP.","มอบของขวัญเป็นระเบิด
แต่อาจฟื้นฟู HP",proof_passed,src/data/text/move_names.h,220,src/data/text/move_descriptions.h,868,1639
MOVE_FRUSTRATION,FRUSTRATION,keep_english,sFrustrationDescription,"An attack that is stronger
if the TRAINER is disliked.","พลังยิ่งสูงเมื่อผู้ใช้ท่า
ไม่ชอบเทรนเนอร์",proof_passed,src/data/text/move_names.h,221,src/data/text/move_descriptions.h,872,1640
MOVE_SAFEGUARD,SAFEGUARD,keep_english,sSafeguardDescription,"A mystical force prevents
all status problems.","พลังลึกลับช่วยป้องกัน
สถานะผิดปกติทั้งหมด",proof_passed,src/data/text/move_names.h,222,src/data/text/move_descriptions.h,876,1641
MOVE_PAIN_SPLIT,PAIN SPLIT,keep_english,sPainSplitDescription,"Adds the user and foe's HP,
then shares them equally.","รวม HP ของทั้งสองฝ่าย
แล้วแบ่งให้เท่ากัน",proof_passed,src/data/text/move_names.h,223,src/data/text/move_descriptions.h,880,1642
MOVE_SACRED_FIRE,SACRED FIRE,keep_english,sSacredFireDescription,"A mystical fire attack that
may inflict a burn.","โจมตีด้วยเพลิงลึกลับ
อาจทำให้คู่ต่อสู้ไหม้",proof_passed,src/data/text/move_names.h,224,src/data/text/move_descriptions.h,884,1643
MOVE_MAGNITUDE,MAGNITUDE,keep_english,sMagnitudeDescription,"A ground-shaking attack
of random intensity.","เขย่าพื้นดินโจมตี
ด้วยความรุนแรงแบบสุ่ม",proof_passed,src/data/text/move_names.h,225,src/data/text/move_descriptions.h,888,1644
MOVE_DYNAMIC_PUNCH,DYNAMICPUNCH,keep_english,sDynamicPunchDescription,"Powerful and sure to cause
confusion, but inaccurate.","พลังสูงและทำให้สับสน
แน่นอนแต่แม่นยำต่ำ",proof_passed,src/data/text/move_names.h,226,src/data/text/move_descriptions.h,892,1645
MOVE_MEGAHORN,MEGAHORN,keep_english,sMegahornDescription,"A brutal ramming attack
using out-thrust horns.","พุ่งชนอย่างรุนแรง
ด้วยเขาที่ชี้ไปข้างหน้า",proof_passed,src/data/text/move_names.h,227,src/data/text/move_descriptions.h,896,1646
MOVE_DRAGON_BREATH,DRAGONBREATH,keep_english,sDragonBreathDescription,"Strikes the foe with an
incredible blast of breath.","พ่นลมหายใจรุนแรง
เข้าใส่คู่ต่อสู้",proof_passed,src/data/text/move_names.h,228,src/data/text/move_descriptions.h,900,1647
MOVE_BATON_PASS,BATON PASS,keep_english,sBatonPassDescription,"Switches out the user while
keeping effects in play.","สลับผู้ใช้ท่าออก
โดยคงผลต่างๆ ไว้",proof_passed,src/data/text/move_names.h,229,src/data/text/move_descriptions.h,904,1648
MOVE_ENCORE,ENCORE,keep_english,sEncoreDescription,"Makes the foe repeat its
last move over 2 to 6 turns.","บังคับให้คู่ต่อสู้ใช้
ท่าล่าสุดซ้ำ 2 ถึง 6 เทิร์น",proof_passed,src/data/text/move_names.h,230,src/data/text/move_descriptions.h,908,1649
MOVE_PURSUIT,PURSUIT,keep_english,sPursuitDescription,"Inflicts bad damage if used
on a foe switching out.","สร้างความเสียหายหนัก
หากคู่ต่อสู้กำลังสลับตัว",proof_passed,src/data/text/move_names.h,231,src/data/text/move_descriptions.h,912,1650
MOVE_RAPID_SPIN,RAPID SPIN,keep_english,sRapidSpinDescription,"Spins the body at high
speed to strike the foe.","หมุนร่างด้วยความเร็วสูง
เพื่อโจมตีคู่ต่อสู้",proof_passed,src/data/text/move_names.h,232,src/data/text/move_descriptions.h,916,1651
MOVE_SWEET_SCENT,SWEET SCENT,keep_english,sSweetScentDescription,"Allures the foe to reduce
evasiveness.","ใช้กลิ่นหอมล่อ
เพื่อลดการหลบหลีก",proof_passed,src/data/text/move_names.h,233,src/data/text/move_descriptions.h,920,1652
MOVE_IRON_TAIL,IRON TAIL,keep_english,sIronTailDescription,"Attacks with a rock-hard
tail. May lower DEFENSE.","โจมตีด้วยหางแข็งดุจหิน
อาจลดพลังป้องกัน",proof_passed,src/data/text/move_names.h,234,src/data/text/move_descriptions.h,924,1653
MOVE_METAL_CLAW,METAL CLAW,keep_english,sMetalClawDescription,"A claw attack that may
raise the user's ATTACK.","โจมตีด้วยกรงเล็บโลหะ
อาจเพิ่มพลังโจมตี",proof_passed,src/data/text/move_names.h,235,src/data/text/move_descriptions.h,928,1654
MOVE_VITAL_THROW,VITAL THROW,keep_english,sVitalThrowDescription,"Makes the user's move last,
but it never misses.","ลงมือทีหลังเสมอ
แต่ท่านี้ไม่พลาด",proof_passed,src/data/text/move_names.h,236,src/data/text/move_descriptions.h,932,1655
MOVE_MORNING_SUN,MORNING SUN,keep_english,sMorningSunDescription,"Restores HP. The amount
varies with the weather.","ฟื้นฟู HP ตามปริมาณ
ที่ขึ้นกับสภาพอากาศ",proof_passed,src/data/text/move_names.h,237,src/data/text/move_descriptions.h,936,1656
MOVE_SYNTHESIS,SYNTHESIS,keep_english,sSynthesisDescription,"Restores HP. The amount
varies with the weather.","ฟื้นฟู HP ตามปริมาณ
ที่ขึ้นกับสภาพอากาศ",proof_passed,src/data/text/move_names.h,238,src/data/text/move_descriptions.h,940,1657
MOVE_MOONLIGHT,MOONLIGHT,keep_english,sMoonlightDescription,"Restores HP. The amount
varies with the weather.","ฟื้นฟู HP ตามปริมาณ
ที่ขึ้นกับสภาพอากาศ",proof_passed,src/data/text/move_names.h,239,src/data/text/move_descriptions.h,944,1658
MOVE_HIDDEN_POWER,HIDDEN POWER,keep_english,sHiddenPowerDescription,"The effectiveness varies
with the user.","ประสิทธิภาพเปลี่ยนไป
ตามผู้ใช้ท่า",proof_passed,src/data/text/move_names.h,240,src/data/text/move_descriptions.h,948,1659
MOVE_CROSS_CHOP,CROSS CHOP,keep_english,sCrossChopDescription,"A double-chopping attack.
High critical-hit ratio.","สับโจมตีด้วยมือทั้งสอง
โอกาสโจมตีคริติคอลสูง",proof_passed,src/data/text/move_names.h,241,src/data/text/move_descriptions.h,952,1660
MOVE_TWISTER,TWISTER,keep_english,sTwisterDescription,"Whips up a vicious twister
to tear at the foe.","สร้างพายุหมุนรุนแรง
ฉีกกระชากคู่ต่อสู้",proof_passed,src/data/text/move_names.h,242,src/data/text/move_descriptions.h,956,1661
MOVE_RAIN_DANCE,RAIN DANCE,keep_english,sRainDanceDescription,"Boosts the power of WATER-
type moves for 5 turns.","เพิ่มพลังท่าประเภท WATER
นาน 5 เทิร์น",proof_passed,src/data/text/move_names.h,243,src/data/text/move_descriptions.h,960,1662
MOVE_SUNNY_DAY,SUNNY DAY,keep_english,sSunnyDayDescription,"Boosts the power of FIRE-
type moves for 5 turns.","เพิ่มพลังท่าประเภท FIRE
นาน 5 เทิร์น",proof_passed,src/data/text/move_names.h,244,src/data/text/move_descriptions.h,964,1663
MOVE_CRUNCH,CRUNCH,keep_english,sCrunchDescription,"Crunches with sharp fangs.
May lower SP. DEF.","กัดด้วยเขี้ยวแหลมคม
อาจลดพลังป้องกันพิเศษ",proof_passed,src/data/text/move_names.h,245,src/data/text/move_descriptions.h,968,1664
MOVE_MIRROR_COAT,MIRROR COAT,keep_english,sMirrorCoatDescription,"Counters the foe's special
attack at double the power.","โต้กลับท่าพิเศษ
ด้วยพลังสองเท่า",proof_passed,src/data/text/move_names.h,246,src/data/text/move_descriptions.h,972,1665
MOVE_PSYCH_UP,PSYCH UP,keep_english,sPsychUpDescription,"Copies the foe's effect(s)
and gives to the user.","คัดลอกผลของคู่ต่อสู้
มาใช้กับผู้ใช้ท่า",proof_passed,src/data/text/move_names.h,247,src/data/text/move_descriptions.h,976,1666
MOVE_EXTREME_SPEED,EXTREMESPEED,keep_english,sExtremeSpeedDescription,"An extremely fast and
powerful attack.","โจมตีด้วยความเร็ว
และพลังอันมหาศาล",proof_passed,src/data/text/move_names.h,248,src/data/text/move_descriptions.h,980,1667
MOVE_ANCIENT_POWER,ANCIENTPOWER,keep_english,sAncientPowerDescription,"An attack that may raise
all stats.","โจมตีและอาจเพิ่ม
ค่าสถานะทั้งหมด",proof_passed,src/data/text/move_names.h,249,src/data/text/move_descriptions.h,984,1668
MOVE_SHADOW_BALL,SHADOW BALL,keep_english,sShadowBallDescription,"Hurls a black blob that may
lower the foe's SP. DEF.","ขว้างก้อนพลังสีดำ
อาจลดพลังป้องกันพิเศษ",proof_passed,src/data/text/move_names.h,250,src/data/text/move_descriptions.h,988,1669
MOVE_FUTURE_SIGHT,FUTURE SIGHT,keep_english,sFutureSightDescription,"Heightens inner power to
strike 2 turns later.","เพิ่มพลังภายใน
เพื่อโจมตีอีก 2 เทิร์นต่อมา",proof_passed,src/data/text/move_names.h,251,src/data/text/move_descriptions.h,992,1670
MOVE_ROCK_SMASH,ROCK SMASH,keep_english,sRockSmashDescription,"A rock-crushing attack
that may lower DEFENSE.","โจมตีทำลายก้อนหิน
อาจลดพลังป้องกัน",proof_passed,src/data/text/move_names.h,252,src/data/text/move_descriptions.h,996,1671
MOVE_WHIRLPOOL,WHIRLPOOL,keep_english,sWhirlpoolDescription,"Traps and hurts the foe in
a whirlpool for 2 to 5 turns.","ขังและทำร้ายในน้ำวน
นาน 2 ถึง 5 เทิร์น",proof_passed,src/data/text/move_names.h,253,src/data/text/move_descriptions.h,1000,1672
MOVE_BEAT_UP,BEAT UP,keep_english,sBeatUpDescription,"Summons party POKéMON to
join in the attack.","เรียกโปเกมอนในทีม
มาร่วมโจมตี",proof_passed,src/data/text/move_names.h,254,src/data/text/move_descriptions.h,1004,1673
MOVE_FAKE_OUT,FAKE OUT,keep_english,sFakeOutDescription,"A 1st-turn, 1st-strike move
that causes flinching.","โจมตีก่อนในเทิร์นที่ 1
และทำให้คู่ต่อสู้ชะงัก",proof_passed,src/data/text/move_names.h,255,src/data/text/move_descriptions.h,1008,1674
MOVE_UPROAR,UPROAR,keep_english,sUproarDescription,"Causes an uproar for 2 to 5
turns and prevents sleep.","ส่งเสียงเอะอะ 2 ถึง 5 เทิร์น
และป้องกันการหลับ",proof_passed,src/data/text/move_names.h,256,src/data/text/move_descriptions.h,1012,1675
MOVE_STOCKPILE,STOCKPILE,keep_english,sStockpileDescription,"Charges up power for up to
3 turns.","สะสมพลังได้สูงสุด
3 เทิร์น",proof_passed,src/data/text/move_names.h,257,src/data/text/move_descriptions.h,1016,1676
MOVE_SPIT_UP,SPIT UP,keep_english,sSpitUpDescription,"Releases stockpiled power
(the more the better).","ปล่อยพลังที่สะสมไว้
ยิ่งสะสมมากยิ่งแรง",proof_passed,src/data/text/move_names.h,258,src/data/text/move_descriptions.h,1020,1677
MOVE_SWALLOW,SWALLOW,keep_english,sSwallowDescription,"Absorbs stockpiled power
and restores HP.","ดูดซับพลังที่สะสม
เพื่อฟื้นฟู HP",proof_passed,src/data/text/move_names.h,259,src/data/text/move_descriptions.h,1024,1678
MOVE_HEAT_WAVE,HEAT WAVE,keep_english,sHeatWaveDescription,"Exhales a hot breath on the
foe. May inflict a burn.","พ่นลมหายใจร้อนจัด
อาจทำให้คู่ต่อสู้ไหม้",proof_passed,src/data/text/move_names.h,260,src/data/text/move_descriptions.h,1028,1679
MOVE_HAIL,HAIL,keep_english,sHailDescription,"Summons a hailstorm that
strikes every turn.","เรียกลูกเห็บให้ตก
โจมตีทุกเทิร์น",proof_passed,src/data/text/move_names.h,261,src/data/text/move_descriptions.h,1032,1680
MOVE_TORMENT,TORMENT,keep_english,sTormentDescription,"Torments the foe and stops
successive use of a move.","ทรมานคู่ต่อสู้
ไม่ให้ใช้ท่าเดิมต่อเนื่อง",proof_passed,src/data/text/move_names.h,262,src/data/text/move_descriptions.h,1036,1681
MOVE_FLATTER,FLATTER,keep_english,sFlatterDescription,"Confuses the foe, but
raises its SP. ATK.","ทำให้คู่ต่อสู้สับสน
แต่เพิ่มพลังโจมตีพิเศษ",proof_passed,src/data/text/move_names.h,263,src/data/text/move_descriptions.h,1040,1682
MOVE_WILL_O_WISP,WILL-O-WISP,keep_english,sWillOWispDescription,"Inflicts a burn on the foe
with intense fire.","ใช้เปลวไฟรุนแรง
ทำให้คู่ต่อสู้ไหม้",proof_passed,src/data/text/move_names.h,264,src/data/text/move_descriptions.h,1044,1683
MOVE_MEMENTO,MEMENTO,keep_english,sMementoDescription,"The user faints and lowers
the foe's abilities.","ผู้ใช้ท่าหมดสภาพ
และลดค่าสถานะคู่ต่อสู้",proof_passed,src/data/text/move_names.h,265,src/data/text/move_descriptions.h,1048,1684
MOVE_FACADE,FACADE,keep_english,sFacadeDescription,"Boosts ATTACK when burned,
paralyzed, or poisoned.","เพิ่มพลังโจมตีเมื่อไหม้
อัมพาตหรือติดพิษ",proof_passed,src/data/text/move_names.h,266,src/data/text/move_descriptions.h,1052,1685
MOVE_FOCUS_PUNCH,FOCUS PUNCH,keep_english,sFocusPunchDescription,"A powerful loyalty attack.
The user flinches if hit.","โจมตีด้วยพลังมหาศาล
ผู้ใช้ท่าชะงักหากถูกโจมตี",proof_passed,src/data/text/move_names.h,267,src/data/text/move_descriptions.h,1056,1686
MOVE_SMELLING_SALT,SMELLINGSALT,keep_english,sSmellingSaltDescription,"Powerful against paralyzed
foes, but also heals them.","รุนแรงต่อผู้ที่อัมพาต
แต่รักษาอัมพาตให้ด้วย",proof_passed,src/data/text/move_names.h,268,src/data/text/move_descriptions.h,1060,1687
MOVE_FOLLOW_ME,FOLLOW ME,keep_english,sFollowMeDescription,"Draws attention to make
foes attack only the user.","ดึงความสนใจให้คู่ต่อสู้
โจมตีผู้ใช้ท่าเท่านั้น",proof_passed,src/data/text/move_names.h,269,src/data/text/move_descriptions.h,1064,1688
MOVE_NATURE_POWER,NATURE POWER,keep_english,sNaturePowerDescription,"The type of attack varies
depending on the location.","ประเภทการโจมตีเปลี่ยนไป
ตามสถานที่",proof_passed,src/data/text/move_names.h,270,src/data/text/move_descriptions.h,1068,1689
MOVE_CHARGE,CHARGE,keep_english,sChargeDescription,"Charges power to boost the
electric move used next.","สะสมพลังเพื่อเพิ่ม
พลังท่าไฟฟ้าถัดไป",proof_passed,src/data/text/move_names.h,271,src/data/text/move_descriptions.h,1072,1690
MOVE_TAUNT,TAUNT,keep_english,sTauntDescription,"Taunts the foe into only
using attack moves.","ยั่วยุให้คู่ต่อสู้
ใช้ได้เฉพาะท่าโจมตี",proof_passed,src/data/text/move_names.h,272,src/data/text/move_descriptions.h,1076,1691
MOVE_HELPING_HAND,HELPING HAND,keep_english,sHelpingHandDescription,"Boosts the power of the
recipient's moves.","เพิ่มพลังท่าของ
โปเกมอนฝ่ายเดียวกัน",proof_passed,src/data/text/move_names.h,273,src/data/text/move_descriptions.h,1080,1692
MOVE_TRICK,TRICK,keep_english,sTrickDescription,"Tricks the foe into trading
held items.","หลอกให้คู่ต่อสู้
แลกไอเทมที่ถืออยู่",proof_passed,src/data/text/move_names.h,274,src/data/text/move_descriptions.h,1084,1693
MOVE_ROLE_PLAY,ROLE PLAY,keep_english,sRolePlayDescription,"Mimics the target and
copies its special ability.","คัดลอกความสามารถพิเศษ
ของเป้าหมาย",proof_passed,src/data/text/move_names.h,275,src/data/text/move_descriptions.h,1088,1694
MOVE_WISH,WISH,keep_english,sWishDescription,"A wish that restores HP.
It takes time to work.","อธิษฐานเพื่อฟื้นฟู HP
แต่ต้องรอให้เกิดผล",proof_passed,src/data/text/move_names.h,276,src/data/text/move_descriptions.h,1092,1695
MOVE_ASSIST,ASSIST,keep_english,sAssistDescription,"Attacks randomly with one
of the partner's moves.","สุ่มใช้ท่าหนึ่ง
ของโปเกมอนร่วมทีม",proof_passed,src/data/text/move_names.h,277,src/data/text/move_descriptions.h,1096,1696
MOVE_INGRAIN,INGRAIN,keep_english,sIngrainDescription,"Lays roots that restore HP.
The user can't switch out.","หยั่งรากเพื่อฟื้นฟู HP
แต่ผู้ใช้ท่าสลับตัวไม่ได้",proof_passed,src/data/text/move_names.h,278,src/data/text/move_descriptions.h,1100,1697
MOVE_SUPERPOWER,SUPERPOWER,keep_english,sSuperpowerDescription,"Boosts strength sharply,
but lowers abilities.","เพิ่มพละกำลังอย่างมาก
แต่ลดค่าสถานะ",proof_passed,src/data/text/move_names.h,279,src/data/text/move_descriptions.h,1104,1698
MOVE_MAGIC_COAT,MAGIC COAT,keep_english,sMagicCoatDescription,"Reflects special effects
back to the attacker.","สะท้อนผลพิเศษ
กลับไปยังผู้โจมตี",proof_passed,src/data/text/move_names.h,280,src/data/text/move_descriptions.h,1108,1699
MOVE_RECYCLE,RECYCLE,keep_english,sRecycleDescription,"Recycles a used item for
one more use.","นำไอเทมที่ใช้แล้ว
กลับมาใช้ได้อีกครั้ง",proof_passed,src/data/text/move_names.h,281,src/data/text/move_descriptions.h,1112,1700
MOVE_REVENGE,REVENGE,keep_english,sRevengeDescription,"An attack that gains power
if injured by the foe.","พลังเพิ่มหากผู้ใช้ท่า
ถูกคู่ต่อสู้ทำร้าย",proof_passed,src/data/text/move_names.h,282,src/data/text/move_descriptions.h,1116,1701
MOVE_BRICK_BREAK,BRICK BREAK,keep_english,sBrickBreakDescription,"Destroys barriers such as
REFLECT and causes damage.","ทำลายกำแพงเช่น REFLECT
พร้อมสร้างความเสียหาย",proof_passed,src/data/text/move_names.h,283,src/data/text/move_descriptions.h,1120,1702
MOVE_YAWN,YAWN,keep_english,sYawnDescription,"Lulls the foe into yawning,
then sleeping next turn.","ทำให้คู่ต่อสู้หาว
และหลับในเทิร์นถัดไป",proof_passed,src/data/text/move_names.h,284,src/data/text/move_descriptions.h,1124,1703
MOVE_KNOCK_OFF,KNOCK OFF,keep_english,sKnockOffDescription,"Knocks down the foe's held
item to prevent its use.","ปัดไอเทมที่ถืออยู่ทิ้ง
เพื่อป้องกันการใช้งาน",proof_passed,src/data/text/move_names.h,285,src/data/text/move_descriptions.h,1128,1704
MOVE_ENDEAVOR,ENDEAVOR,keep_english,sEndeavorDescription,"Gains power if the user's HP
is lower than the foe's HP.","พลังเพิ่มเมื่อ HP ผู้ใช้ท่า
ต่ำกว่า HP คู่ต่อสู้",proof_passed,src/data/text/move_names.h,286,src/data/text/move_descriptions.h,1132,1705
MOVE_ERUPTION,ERUPTION,keep_english,sEruptionDescription,"The higher the user's HP,
the more damage caused.","HP ผู้ใช้ท่ายิ่งสูง
ยิ่งสร้างความเสียหายมาก",proof_passed,src/data/text/move_names.h,287,src/data/text/move_descriptions.h,1136,1706
MOVE_SKILL_SWAP,SKILL SWAP,keep_english,sSkillSwapDescription,"The user swaps special
abilities with the target.","แลกความสามารถพิเศษ
กับเป้าหมาย",proof_passed,src/data/text/move_names.h,288,src/data/text/move_descriptions.h,1140,1707
MOVE_IMPRISON,IMPRISON,keep_english,sImprisonDescription,"Prevents foes from using
moves known by the user.","ป้องกันคู่ต่อสู้ใช้
ท่าที่ผู้ใช้ท่ารู้",proof_passed,src/data/text/move_names.h,289,src/data/text/move_descriptions.h,1144,1708
MOVE_REFRESH,REFRESH,keep_english,sRefreshDescription,"Heals poisoning, paralysis,
or a burn.","รักษาพิษ อัมพาต
หรืออาการไหม้",proof_passed,src/data/text/move_names.h,290,src/data/text/move_descriptions.h,1148,1709
MOVE_GRUDGE,GRUDGE,keep_english,sGrudgeDescription,"If the user faints, deletes
all PP of foe's last move.","หากผู้ใช้ท่าหมดสภาพ
PP ท่าล่าสุดคู่ต่อสู้จะหมด",proof_passed,src/data/text/move_names.h,291,src/data/text/move_descriptions.h,1152,1710
MOVE_SNATCH,SNATCH,keep_english,sSnatchDescription,"Steals the effects of the
move the target uses next.","ขโมยผลของท่า
ที่เป้าหมายใช้ถัดไป",proof_passed,src/data/text/move_names.h,292,src/data/text/move_descriptions.h,1156,1711
MOVE_SECRET_POWER,SECRET POWER,keep_english,sSecretPowerDescription,"An attack with effects
that vary by location.","ผลของการโจมตี
เปลี่ยนไปตามสถานที่",proof_passed,src/data/text/move_names.h,293,src/data/text/move_descriptions.h,1160,1712
MOVE_DIVE,DIVE,keep_english,sDiveDescription,"Dives underwater the first
turn and strikes next turn.","ดำน้ำในเทิร์นแรก
โจมตีในเทิร์นถัดไป",proof_passed,src/data/text/move_names.h,294,src/data/text/move_descriptions.h,1164,1713
MOVE_ARM_THRUST,ARM THRUST,keep_english,sArmThrustDescription,"Straight-arm punches that
strike the foe 2 to 5 times.","ชกด้วยแขนเหยียดตรง
2 ถึง 5 ครั้ง",proof_passed,src/data/text/move_names.h,295,src/data/text/move_descriptions.h,1168,1714
MOVE_CAMOUFLAGE,CAMOUFLAGE,keep_english,sCamouflageDescription,"Alters the POKéMON's type
depending on the location.","เปลี่ยนประเภทโปเกมอน
ตามสถานที่",proof_passed,src/data/text/move_names.h,296,src/data/text/move_descriptions.h,1172,1715
MOVE_TAIL_GLOW,TAIL GLOW,keep_english,sTailGlowDescription,"Flashes a light that sharply
raises SP. ATK.","เปล่งแสงจากหาง
เพิ่มพลังโจมตีพิเศษอย่างมาก",proof_passed,src/data/text/move_names.h,297,src/data/text/move_descriptions.h,1176,1716
MOVE_LUSTER_PURGE,LUSTER PURGE,keep_english,sLusterPurgeDescription,"Attacks with a burst of
light. May lower SP. DEF.","โจมตีด้วยแสงระเบิด
อาจลดพลังป้องกันพิเศษ",proof_passed,src/data/text/move_names.h,298,src/data/text/move_descriptions.h,1180,1717
MOVE_MIST_BALL,MIST BALL,keep_english,sMistBallDescription,"Attacks with a flurry of
down. May lower SP. ATK.","โจมตีด้วยปุยขนนุ่ม
อาจลดพลังโจมตีพิเศษ",proof_passed,src/data/text/move_names.h,299,src/data/text/move_descriptions.h,1184,1718
MOVE_FEATHER_DANCE,FEATHERDANCE,keep_english,sFeatherDanceDescription,"Envelops the foe with down
to sharply reduce ATTACK.","ห่อหุ้มด้วยปุยขน
ลดพลังโจมตีอย่างมาก",proof_passed,src/data/text/move_names.h,300,src/data/text/move_descriptions.h,1188,1719
MOVE_TEETER_DANCE,TEETER DANCE,keep_english,sTeeterDanceDescription,"Confuses all POKéMON on
the scene.","ทำให้โปเกมอนทั้งหมด
ในสนามสับสน",proof_passed,src/data/text/move_names.h,301,src/data/text/move_descriptions.h,1192,1720
MOVE_BLAZE_KICK,BLAZE KICK,keep_english,sBlazeKickDescription,"A kick with a high critical-
hit ratio. May cause a burn.","โอกาสโจมตีคริติคอลสูง
และอาจทำให้ไหม้",proof_passed,src/data/text/move_names.h,302,src/data/text/move_descriptions.h,1196,1721
MOVE_MUD_SPORT,MUD SPORT,keep_english,sMudSportDescription,"Covers the user in mud to
raise electrical resistance.","คลุมผู้ใช้ท่าด้วยโคลน
เพื่อเพิ่มความต้านทานไฟฟ้า",proof_passed,src/data/text/move_names.h,303,src/data/text/move_descriptions.h,1200,1722
MOVE_ICE_BALL,ICE BALL,keep_english,sIceBallDescription,"A 5-turn attack that gains
power on successive hits.","โจมตีต่อเนื่อง 5 เทิร์น
และแรงขึ้นทุกครั้ง",proof_passed,src/data/text/move_names.h,304,src/data/text/move_descriptions.h,1204,1723
MOVE_NEEDLE_ARM,NEEDLE ARM,keep_english,sNeedleArmDescription,"Attacks with thorny arms.
May cause flinching.","โจมตีด้วยแขนหนาม
อาจทำให้คู่ต่อสู้ชะงัก",proof_passed,src/data/text/move_names.h,305,src/data/text/move_descriptions.h,1208,1724
MOVE_SLACK_OFF,SLACK OFF,keep_english,sSlackOffDescription,"Slacks off and restores
half the maximum HP.","พักผ่อนเพื่อฟื้นฟู
ครึ่งหนึ่งของ HP สูงสุด",proof_passed,src/data/text/move_names.h,306,src/data/text/move_descriptions.h,1212,1725
MOVE_HYPER_VOICE,HYPER VOICE,keep_english,sHyperVoiceDescription,"A loud attack that uses
sound waves to injure.","โจมตีด้วยคลื่นเสียง
อันดังสนั่น",proof_passed,src/data/text/move_names.h,307,src/data/text/move_descriptions.h,1216,1726
MOVE_POISON_FANG,POISON FANG,keep_english,sPoisonFangDescription,"A sharp-fanged attack.
May badly poison the foe.","โจมตีด้วยเขี้ยวแหลม
อาจทำให้ติดพิษรุนแรง",proof_passed,src/data/text/move_names.h,308,src/data/text/move_descriptions.h,1220,1727
