id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,scope_decision,scope_decision
dlg_fe1ab6672963c547,trainer,trainer_dialogue,,,,,data/text/tv.inc,2905,gTVInSearchOfTrainersText07,"Honestly speaking, I thought that\nI might even be pretty good.\pWhile we did end up losing, we did have\na hotly contested battle.\pBut if you're struggling against me,\nyou have a ways to go, {PLAYER}!$","Honestly speaking, I thought that
I might even be pretty good.
[PAGE]
While we did end up losing, we did have
a hotly contested battle.
[PAGE]
But if you're struggling against me,
you have a ways to go, {PLAYER}!",,untranslated,\n | \p | \n | \p | \n | {PLAYER},{PLAYER},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_0e618a9b6712c14c,trainer,trainer_dialogue,,,,,data/text/tv.inc,2913,gTVInSearchOfTrainersText08,"After our battle, we asked {PLAYER} for\na succinct summary.\pThe TRAINER replied, “{STR_VAR_1}.”\p{PLAYER}'s POKéMON {STR_VAR_2} and\n{STR_VAR_3}…\lAnd “{STR_VAR_1}”…\pMmm! That's deep! There's deep\nsignificance behind that quote!\pIt's no surprise--a good TRAINER has\ngood things to say.\pThat's all for today!\nSee you again on our next broadcast!$","After our battle, we asked {PLAYER} for
a succinct summary.
[PAGE]
The TRAINER replied, “{STR_VAR_1}.”
[PAGE]
{PLAYER}'s POKéMON {STR_VAR_2} and
{STR_VAR_3}…
And “{STR_VAR_1}”…
[PAGE]
Mmm! That's deep! There's deep
significance behind that quote!
[PAGE]
It's no surprise--a good TRAINER has
good things to say.
[PAGE]
That's all for today!
See you again on our next broadcast!",,untranslated,{PLAYER} | \n | \p | {STR_VAR_1} | \p | {PLAYER} | {STR_VAR_2} | \n | {STR_VAR_3} | \l | {STR_VAR_1} | \p | \n | \p | \n | \p | \n,{PLAYER} | {STR_VAR_1} | {PLAYER} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,TRANSLATE
dlg_6aa764fba4a318e2,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,398,nickname,MISDREAVUS,MISDREAVUS,,untranslated,,,dup_00491,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_15e372dc473006bf,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,419,nickname,SOLROCK,SOLROCK,,untranslated,,,dup_00706,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_cbf510829af23523,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,439,nickname,CLAYDOL,CLAYDOL,,untranslated,,,dup_00143,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_210fda5a72e9338b,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,459,nickname,WEEZING,WEEZING,,untranslated,,,dup_00846,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_61e2462638a5b7eb,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,480,nickname,LUNATONE,LUNATONE,,untranslated,,,dup_00442,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_0b1554952917db0d,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,500,nickname,FLYGON,FLYGON,,untranslated,,,dup_00256,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_3ef6d5a1220a9073,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,531,nickname,SEALEO,SEALEO,,untranslated,,,dup_00671,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_b1273b268ca1c5a7,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,550,nickname,AMPHAROS,AMPHAROS,,untranslated,,,dup_00029,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_3c0c51f381fda3be,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,569,nickname,MACHOKE,MACHOKE,,untranslated,,,dup_00452,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_671c004c799ae971,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,588,nickname,FLAREON,FLAREON,,untranslated,,,dup_00252,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_f9281e7dcb70da0e,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,607,nickname,MAGNETON,MAGNETON,,untranslated,,,dup_00462,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_473b4435f7c0b71b,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,627,nickname,PINSIR,PINSIR,,untranslated,,,dup_00576,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_6287db4b6b63e80d,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,674,nickname,MEDITITE,MEDITITE,,untranslated,,,dup_00479,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_4227d860b433e1e3,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,694,nickname,HERACROSS,HERACROSS,,untranslated,,,dup_00298,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_5cda420f44c030bf,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,714,nickname,HITMONTOP,HITMONTOP,,untranslated,,,dup_00301,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_de297e2e61b6ac19,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,734,nickname,MACHOP,MACHOP,,untranslated,,,dup_00453,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_0acadfb288843f5f,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,754,nickname,PINSIR,PINSIR,,untranslated,,,dup_00576,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_792a4b8f9b151daf,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,774,nickname,HITMONCHAN,HITMONCHAN,,untranslated,,,dup_00299,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_ad505b12f27aadb7,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,806,nickname,VULPIX,VULPIX,,untranslated,,,dup_00833,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_3a6614eb18187bb6,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,826,nickname,MINUN,MINUN,,untranslated,,,dup_00488,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_c880cc8854fa15a9,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,846,nickname,ROSELIA,ROSELIA,,untranslated,,,dup_00643,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_1787f7c60e80b7d8,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,866,nickname,MR. MIME,MR. MIME,,untranslated,,,dup_00503,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_fabb76d9d93203ee,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,886,nickname,PLUSLE,PLUSLE,,untranslated,,,dup_00579,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_8bb17a80c3b875eb,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,906,nickname,TOGEPI,TOGEPI,,untranslated,,,dup_00773,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_d1420fa2de3661f4,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,953,nickname,VAPOREON,VAPOREON,,untranslated,,,dup_00822,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_f96dca15db6dfa3b,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,973,nickname,DODRIO,DODRIO,,untranslated,,,dup_00193,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_c2bb1fb8b005b425,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,993,nickname,OMASTAR,OMASTAR,,untranslated,,,dup_00534,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_ed62e5e63d576e2a,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1013,nickname,LICKITUNG,LICKITUNG,,untranslated,,,dup_00426,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_f311583b085822c6,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1033,nickname,SLOWBRO,SLOWBRO,,untranslated,,,dup_00696,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_7381231213ed9888,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1053,nickname,LINOONE,LINOONE,,untranslated,,,dup_00435,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_c1d1de7021eedc7f,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1084,nickname,SKITTY,SKITTY,,untranslated,,,dup_00690,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_136f043780c72470,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1104,nickname,MEDICHAM,MEDICHAM,,untranslated,,,dup_00477,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_eff5268ab242d5df,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1124,nickname,STANTLER,STANTLER,,untranslated,,,dup_00718,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_22e2b53101a8d52f,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1144,nickname,NIDOQUEEN,NIDOQUEEN,,untranslated,,,dup_00520,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_eb80cd04d0d1ba5d,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1164,nickname,NINETALES,NINETALES,,untranslated,,,dup_00521,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_8b12cad71a410f5d,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1184,nickname,CHARIZARD,CHARIZARD,,untranslated,,,dup_00133,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_c3594f80969f3277,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1230,nickname,ALAKAZAM,ALAKAZAM,,untranslated,,,dup_00025,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_218f25978e910a68,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1250,nickname,BLISSEY,BLISSEY,,untranslated,,,dup_00103,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_75ef1a46a98c9224,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1270,nickname,GRUMPIG,GRUMPIG,,untranslated,,,dup_00286,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_ed10c7b8829394e6,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1289,nickname,GARDEVOIR,GARDEVOIR,,untranslated,,,dup_00268,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_578c44cec98d42be,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1308,nickname,VENOMOTH,VENOMOTH,,untranslated,,,dup_00823,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_0cc1447ce8609232,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1327,nickname,ESPEON,ESPEON,,untranslated,,,dup_00226,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_f8d88392b8554b63,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1358,nickname,WEEZING,WEEZING,,untranslated,,,dup_00846,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_1f97d9efac6f66b1,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1377,nickname,GLOOM,GLOOM,,untranslated,,,dup_00276,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_ade52e96064edc36,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1396,nickname,MUK,MUK,,untranslated,,,dup_00506,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_965b32b7f2058eff,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1416,nickname,TROPIUS,TROPIUS,,untranslated,,,dup_00790,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_bb5f67767c9e36ae,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1435,nickname,BELLOSSOM,BELLOSSOM,,untranslated,,,dup_00087,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_9d90289161ae6aec,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1455,nickname,MEGANIUM,MEGANIUM,,untranslated,,,dup_00481,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_fe3ca9a4b9400156,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1512,nickname,DELIBIRD,DELIBIRD,,untranslated,,,dup_00183,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_3c4bd60ff27f7fa6,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1531,nickname,CLEFAIRY,CLEFAIRY,,untranslated,,,dup_00145,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_04cb3b2cd3f33506,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1550,nickname,PIKACHU,PIKACHU,,untranslated,,,dup_00573,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_7031146e26e754ce,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1569,nickname,MARILL,MARILL,,untranslated,,,dup_00467,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_2233f63c6f31d02f,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1588,nickname,JIGGLYPUFF,JIGGLYPUFF,,untranslated,,,dup_00389,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_b460ba86f4e0a42d,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1607,nickname,TOGETIC,TOGETIC,,untranslated,,,dup_00774,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_66de1bf7f87eb2fe,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1638,nickname,WIGGLYTUFF,WIGGLYTUFF,,untranslated,,,dup_00851,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_4cf56a3c97b6e87b,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1657,nickname,SABLEYE,SABLEYE,,untranslated,,,dup_00656,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_905ad897770ef395,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1676,nickname,GRUMPIG,GRUMPIG,,untranslated,,,dup_00286,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_407c94612ff25252,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1695,nickname,CORSOLA,CORSOLA,,untranslated,,,dup_00155,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_e11a6ba73ce4baf3,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1714,nickname,CLAMPERL,CLAMPERL,,untranslated,,,dup_00140,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_c9974e0fb64dd52f,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1733,nickname,STARMIE,STARMIE,,untranslated,,,dup_00720,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_31e997341fa8f337,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1783,nickname,JIGGLYPUFF,JIGGLYPUFF,,untranslated,,,dup_00389,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_abedabc55cae9c72,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1806,nickname,JYNX,JYNX,,untranslated,,,dup_00400,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_b0c8864e561fe432,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1829,nickname,EXPLOUD,EXPLOUD,,untranslated,,,dup_00233,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_a78563608e9b0e1d,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1852,nickname,ABSOL,ABSOL,,untranslated,,,dup_00022,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_7807a943b2fa9313,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1875,nickname,PIDGEOTTO,PIDGEOTTO,,untranslated,,,dup_00571,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
dlg_e1ac1eab57191e70,trainer,trainer_dialogue,,,,,src/data/battle_frontier/trainer_hill.h,1898,nickname,ALTARIA,ALTARIA,,untranslated,,,dup_00026,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,PRESERVE_DATA,PRESERVE_DATA
