id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes,scope_group,scope_subgroup,policy,scope_status,canonical_tracker,reason,scope_decision,dedup_decision,dedup_evidence
dlg_5897ccc4696302d2,trainer,trainer_dialogue,,,,,data/text/tv.inc,2899,gTVInSearchOfTrainersText06,{PLAYER} is adept at reading the\nopponent's actions.\pThe timing of item usage was remarkably\neffective!$,"{PLAYER} is adept at reading the
opponent's actions.
[PAGE]
The timing of item usage was remarkably
effective!",,untranslated,{PLAYER} | \n | \p | \n,{PLAYER},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_fe1ab6672963c547,trainer,trainer_dialogue,,,,,data/text/tv.inc,2905,gTVInSearchOfTrainersText07,"Honestly speaking, I thought that\nI might even be pretty good.\pWhile we did end up losing, we did have\na hotly contested battle.\pBut if you're struggling against me,\nyou have a ways to go, {PLAYER}!$","Honestly speaking, I thought that
I might even be pretty good.
[PAGE]
While we did end up losing, we did have
a hotly contested battle.
[PAGE]
But if you're struggling against me,
you have a ways to go, {PLAYER}!",,untranslated,\n | \p | \n | \p | \n | {PLAYER},{PLAYER},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_0e618a9b6712c14c,trainer,trainer_dialogue,,,,,data/text/tv.inc,2913,gTVInSearchOfTrainersText08,"After our battle, we asked {PLAYER} for\na succinct summary.\pThe TRAINER replied, “{STR_VAR_1}.”\p{PLAYER}'s POKéMON {STR_VAR_2} and\n{STR_VAR_3}…\lAnd “{STR_VAR_1}”…\pMmm! That's deep! There's deep\nsignificance behind that quote!\pIt's no surprise--a good TRAINER has\ngood things to say.\pThat's all for today!\nSee you again on our next broadcast!$","After our battle, we asked {PLAYER} for
a succinct summary.
[PAGE]
The TRAINER replied, “{STR_VAR_1}.”
[PAGE]
{PLAYER}'s POKéMON {STR_VAR_2} and
{STR_VAR_3}…
And “{STR_VAR_1}”…
[PAGE]
Mmm! That's deep! There's deep
significance behind that quote!
[PAGE]
It's no surprise--a good TRAINER has
good things to say.
[PAGE]
That's all for today!
See you again on our next broadcast!",,untranslated,{PLAYER} | \n | \p | {STR_VAR_1} | \p | {PLAYER} | {STR_VAR_2} | \n | {STR_VAR_3} | \l | {STR_VAR_1} | \p | \n | \p | \n | \p | \n,{PLAYER} | {STR_VAR_1} | {PLAYER} | {STR_VAR_2} | {STR_VAR_3} | {STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Trainer-tagged TV/media text; outside locked spoken-trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_9eeaf3af1c4a4809,trainer,trainer_dialogue,,,,,src/mystery_event_msg.c,11,gText_MysteryEventNewTrainer,A new TRAINER has arrived in\nHOENN.,"A new TRAINER has arrived in
HOENN.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_b822a9c4876bbbcf,trainer,trainer_dialogue,,,,,src/strings.c,807,gText_PyramidTrainers,PYRAMID: TRAINERS,PYRAMID: TRAINERS,,untranslated,,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_010d89d18673048c,trainer,trainer_dialogue,,,,,src/strings.c,814,gText_BattleTrainers,BATTLE TRAINERS,BATTLE TRAINERS,,untranslated,,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_6e8c216933c7e1b3,trainer,trainer_dialogue,,,,,src/strings.c,957,gText_CallRegisteredTrainer,Call a registered TRAINER.,Call a registered TRAINER.,,untranslated,,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_e9556023e4e432b5,trainer,trainer_dialogue,,,,,src/strings.c,961,gText_NoTrainersRegistered,No TRAINERS are registered.,No TRAINERS are registered.,,untranslated,,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_f9fecbd72719d70b,trainer,trainer_dialogue,,,,,src/strings.c,1035,gText_TheTrainersImage,the TRAINER's image.,the TRAINER's image.,,untranslated,,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_41824795a5d47eb9,trainer,trainer_dialogue,,,,,src/strings.c,1202,gText_TrainerCardName,NAME: ,NAME: ,,untranslated,,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_f1236bf4142b0c82,trainer,trainer_dialogue,,,,,src/strings.c,1203,gText_TrainerCardIDNo,IDNo.,IDNo.,,untranslated,,,dup_00353,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_dbc8f284828aa121,trainer,trainer_dialogue,,,,,src/strings.c,1204,gText_TrainerCardMoney,MONEY,MONEY,,untranslated,,,dup_00496,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_5f9df0bf90eb7669,trainer,trainer_dialogue,,,,,src/strings.c,1210,gText_TrainerCardTime,TIME,TIME,,untranslated,,,dup_00769,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_d713a472c67e04e8,trainer,trainer_dialogue,,,,,src/strings.c,1212,gText_Var1sTrainerCard,{STR_VAR_1}'s TRAINER CARD,{STR_VAR_1}'s TRAINER CARD,,untranslated,{STR_VAR_1},{STR_VAR_1},,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_a5e2a13061132bee,trainer,trainer_dialogue,,,,,src/strings.c,1220,gText_WaitingTrainerFinishReading,Waiting for the other TRAINER to\nfinish reading your TRAINER CARD.,"Waiting for the other TRAINER to
finish reading your TRAINER CARD.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_e989eef7219b6520,trainer,trainer_dialogue,,,,,src/strings.c,1380,gText_CheckTrainerCard,Check TRAINER CARD.,Check TRAINER CARD.,,untranslated,,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_7ee1cd6451fe2c1a,trainer,trainer_dialogue,,,,,src/strings.c,1608,gEasyChatGroupName_Trainer,TRAINER,TRAINER,,untranslated,,,dup_00784,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_4e1de27bb709966d,trainer,trainer_dialogue,,,,,src/strings.c,1771,gText_NewTrainerReceived,A new TRAINER has arrived.,A new TRAINER has arrived.,,untranslated,,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_7a75e2ee1c35da97,trainer,trainer_dialogue,,,,,src/strings.c,1783,gText_CantAcceptCardFromTrainer,You can't accept a WONDER CARD\nfrom this TRAINER.,"You can't accept a WONDER CARD
from this TRAINER.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_3e446d9f5d566aee,trainer,trainer_dialogue,,,,,src/strings.c,1785,gText_CantAcceptNewsFromTrainer,You can't accept WONDER NEWS\nfrom this TRAINER.,"You can't accept WONDER NEWS
from this TRAINER.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_0256cca6917b809f,trainer,trainer_dialogue,,,,,src/strings.c,1805,gText_OtherTrainerHasCard,The other TRAINER has the same\nWONDER CARD already.,"The other TRAINER has the same
WONDER CARD already.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_d52dd9ede51a36aa,trainer,trainer_dialogue,,,,,src/strings.c,1807,gText_OtherTrainerHasNews,The other TRAINER has the same\nWONDER NEWS already.,"The other TRAINER has the same
WONDER NEWS already.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_ddca7ab914b5bdc9,trainer,trainer_dialogue,,,,,src/strings.c,1809,gText_OtherTrainerHasStamp,The other TRAINER has the same\nSTAMP already.,"The other TRAINER has the same
STAMP already.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_1608dc547c0739bd,trainer,trainer_dialogue,,,,,src/strings.c,1811,gText_OtherTrainerCanceled,The other TRAINER canceled\ncommunication.,"The other TRAINER canceled
communication.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_449f09c5a1dbffe7,trainer,trainer_dialogue,,,,,src/strings.c,1813,gText_CantSendGiftToTrainer,You can't send a MYSTERY GIFT to\nthis TRAINER.,"You can't send a MYSTERY GIFT to
this TRAINER.",,untranslated,\n,,,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_ea7937a23343bfa4,trainer,trainer_dialogue,,,,,src/strings.c,1853,gText_TrainerHill1F,1F,1F,,untranslated,,,dup_00007,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_d43bc2f315fab8a7,trainer,trainer_dialogue,,,,,src/strings.c,1854,gText_TrainerHill2F,2F,2F,,untranslated,,,dup_00009,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_c8fb388d3e44a04f,trainer,trainer_dialogue,,,,,src/strings.c,1855,gText_TrainerHill3F,3F,3F,,untranslated,,,dup_00010,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
dlg_c757ce6ec9747c19,trainer,trainer_dialogue,,,,,src/strings.c,1856,gText_TrainerHill4F,4F,4F,,untranslated,,,dup_00011,,Trainer,Spoken Trainer Dialogue,HOLD_FOR_SCOPE_DECISION,HOLD,Phase F Trainer Waves,Not spoken Trainer dialogue; removed from locked Trainer scope.,TRANSLATE,NEEDS_TRANSLATION,
