id,category,subcategory,story_order,map_name,location_name,speaker,source_file,source_line,source_label,english_raw,english_preview,thai,translation_status,control_codes,placeholders,duplicate_group,notes
dlg_ac0d11441dc5754f,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,967,Route110_TrickHousePuzzle5_Text_Mechadoll3Quiz1,MECHADOLL 3 QUIZ.\pWhich costs more?\nThree HARBOR MAILS or one BURN HEAL?$,"MECHADOLL 3 QUIZ.
[PAGE]
Which costs more?
Three HARBOR MAILS or one BURN HEAL?",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_1ea4f716a03be7a8,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,972,Route110_TrickHousePuzzle5_Text_Mechadoll3Quiz2,MECHADOLL 3 QUIZ.\pSell one GREAT BALL and buy\none POTION. How much money remains?$,"MECHADOLL 3 QUIZ.
[PAGE]
Sell one GREAT BALL and buy
one POTION. How much money remains?",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_260c4f97403bc51c,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,977,Route110_TrickHousePuzzle5_Text_Mechadoll3Quiz3,MECHADOLL 3 QUIZ.\pDo one REPEL and SODA POP cost\nmore than one SUPER POTION?$,"MECHADOLL 3 QUIZ.
[PAGE]
Do one REPEL and SODA POP cost
more than one SUPER POTION?",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_240e1517f5df5ae3,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,982,Route110_TrickHousePuzzle5_Text_Mechadoll4Intro,CLICKETY-CLACK…\nMECHADOLL 4 THAT IS ME!\pMY QUIZ IS AN OBJECT OF BEAUTY.$,"CLICKETY-CLACK…
MECHADOLL 4 THAT IS ME!
[PAGE]
MY QUIZ IS AN OBJECT OF BEAUTY.",,untranslated,\n | \p,,,Main-story status is not proven by static source evidence.
dlg_f4e9de93c0e375b8,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,987,Route110_TrickHousePuzzle5_Text_Mechadoll4Quiz1,"MECHADOLL 4 QUIZ.\pIn SEASHORE HOUSE, were there more men\nor women?$","MECHADOLL 4 QUIZ.
[PAGE]
In SEASHORE HOUSE, were there more men
or women?",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_838284cb2c4abd28,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,992,Route110_TrickHousePuzzle5_Text_Mechadoll4Quiz2,"MECHADOLL 4 QUIZ.\pIn LAVARIDGE TOWN, were there more\nelderly men or elderly women?$","MECHADOLL 4 QUIZ.
[PAGE]
In LAVARIDGE TOWN, were there more
elderly men or elderly women?",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_7bc39e9562543a5c,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,997,Route110_TrickHousePuzzle5_Text_Mechadoll4Quiz3,"MECHADOLL 4 QUIZ.\pIn the TRAINER'S SCHOOL, how many\ngirl students were there?$","MECHADOLL 4 QUIZ.
[PAGE]
In the TRAINER'S SCHOOL, how many
girl students were there?",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_0c358a9255bb1fa3,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,1002,Route110_TrickHousePuzzle5_Text_Mechadoll5Intro,CLICKETY-CLACK…\nMECHADOLL 5 AM I!\pTHE MASTER'S BEST AND PROUDEST\nACHIEVEMENT AM I.$,"CLICKETY-CLACK…
MECHADOLL 5 AM I!
[PAGE]
THE MASTER'S BEST AND PROUDEST
ACHIEVEMENT AM I.",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_56dbeea1ebb076f4,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,1008,Route110_TrickHousePuzzle5_Text_Mechadoll5Quiz1,"MECHADOLL 5 QUIZ.\pIn SLATEPORT's POKéMON FAN CLUB,\nhow many POKéMON were there?$","MECHADOLL 5 QUIZ.
[PAGE]
In SLATEPORT's POKéMON FAN CLUB,
how many POKéMON were there?",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_9604b91fd954f1cc,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,1013,Route110_TrickHousePuzzle5_Text_Mechadoll5Quiz2,"MECHADOLL 5 QUIZ.\pIn FORTREE CITY, how many\ntree houses were there?$","MECHADOLL 5 QUIZ.
[PAGE]
In FORTREE CITY, how many
tree houses were there?",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_4b6de64160df5ed5,optional_npc,,,Route110_TrickHousePuzzle5,Route110 TrickHousePuzzle5,,data/maps/Route110_TrickHousePuzzle5/scripts.inc,1018,Route110_TrickHousePuzzle5_Text_Mechadoll5Quiz3,"MECHADOLL 5 QUIZ.\pOn the CYCLING ROAD, how many\nTRIATHLETES were there?$","MECHADOLL 5 QUIZ.
[PAGE]
On the CYCLING ROAD, how many
TRIATHLETES were there?",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_b8601e32e17cfe1d,optional_npc,,,Route110_TrickHousePuzzle6,Route110 TrickHousePuzzle6,,data/maps/Route110_TrickHousePuzzle6/scripts.inc,44,Route110_TrickHousePuzzle6_Text_WroteSecretCodeLockOpened,{PLAYER} wrote down the secret code\non the door.\p“TRICK MASTER is my life.”\n… … … … … … … …\pThe lock clicked open!$,"{PLAYER} wrote down the secret code
on the door.
[PAGE]
“TRICK MASTER is my life.”
… … … … … … … …
[PAGE]
The lock clicked open!",,untranslated,{PLAYER} | \n | \p | \n | \p,{PLAYER},,Main-story status is not proven by static source evidence.
dlg_082c569c59d9ea27,optional_npc,,,Route110_TrickHousePuzzle6,Route110 TrickHousePuzzle6,,data/maps/Route110_TrickHousePuzzle6/scripts.inc,51,Route110_TrickHousePuzzle6_Text_SophiaIntro,"When I heard there was a strange\nhouse, I had to check it out.$","When I heard there was a strange
house, I had to check it out.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_fc3d34d00603f281,optional_npc,,,Route110_TrickHousePuzzle6,Route110 TrickHousePuzzle6,,data/maps/Route110_TrickHousePuzzle6/scripts.inc,55,Route110_TrickHousePuzzle6_Text_SophiaDefeat,I've discovered a tough TRAINER!$,I've discovered a tough TRAINER!,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_fcef657cae2c92e6,optional_npc,,,Route110_TrickHousePuzzle6,Route110 TrickHousePuzzle6,,data/maps/Route110_TrickHousePuzzle6/scripts.inc,64,Route110_TrickHousePuzzle6_Text_BennyIntro,Maybe I could get my BIRD POKéMON\nto fly over the wall…$,"Maybe I could get my BIRD POKéMON
to fly over the wall…",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_1f90590beac25456,optional_npc,,,Route110_TrickHousePuzzle6,Route110 TrickHousePuzzle6,,data/maps/Route110_TrickHousePuzzle6/scripts.inc,68,Route110_TrickHousePuzzle6_Text_BennyDefeat,Gwaaah! I blew it!$,Gwaaah! I blew it!,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_c1d6f3e1510b9c9c,optional_npc,,,Route110_TrickHousePuzzle6,Route110 TrickHousePuzzle6,,data/maps/Route110_TrickHousePuzzle6/scripts.inc,75,Route110_TrickHousePuzzle6_Text_SebastianIntro,I'm getting dizzy from these rotating\ndoors…$,"I'm getting dizzy from these rotating
doors…",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_3a530f3ddd9aaafc,optional_npc,,,Route110_TrickHousePuzzle6,Route110 TrickHousePuzzle6,,data/maps/Route110_TrickHousePuzzle6/scripts.inc,79,Route110_TrickHousePuzzle6_Text_SebastianDefeat,Everything's spinning around and\naround. I can't take this anymore…$,"Everything's spinning around and
around. I can't take this anymore…",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_0486846a187457d8,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,316,Route110_TrickHousePuzzle7_Text_WroteSecretCodeLockOpened,{PLAYER} wrote down the secret code\non the door.\p“TRICK MASTER is huggable.”\n… … … … … … … …\pThe lock clicked open!$,"{PLAYER} wrote down the secret code
on the door.
[PAGE]
“TRICK MASTER is huggable.”
… … … … … … … …
[PAGE]
The lock clicked open!",,untranslated,{PLAYER} | \n | \p | \n | \p,{PLAYER},,Main-story status is not proven by static source evidence.
dlg_54154408647f38bf,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,323,Route110_TrickHousePuzzle7_Text_JoshuaIntro,The TRICK MASTER always vanishes\nlike smoke. How does he do it?$,"The TRICK MASTER always vanishes
like smoke. How does he do it?",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_963717af1d60e275,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,327,Route110_TrickHousePuzzle7_Text_JoshuaDefeat,Aiyeeeh! You're much too strong!\nHow do you do it?$,"Aiyeeeh! You're much too strong!
How do you do it?",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_61c7131b38b15164,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,335,Route110_TrickHousePuzzle7_Text_PatriciaIntro,Going around the same spot…\nIt begets ill fortune…$,"Going around the same spot…
It begets ill fortune…",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_a89996469a30084f,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,339,Route110_TrickHousePuzzle7_Text_PatriciaDefeat,Defeated!\nIt's a bad sign…$,"Defeated!
It's a bad sign…",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_62ddef34b55bb731,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,347,Route110_TrickHousePuzzle7_Text_AlexisIntro,Whoever wins will get through here\nfirst. That's the feeling I get.$,"Whoever wins will get through here
first. That's the feeling I get.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_994904f4fd2e2489,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,351,Route110_TrickHousePuzzle7_Text_AlexisDefeat,"Oh!\nWell, go ahead, then!$","Oh!
Well, go ahead, then!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_900aa69e6ee00d40,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,359,Route110_TrickHousePuzzle7_Text_MarielaIntro,"Nufufufu, here at last!\nLet's get right with it!$","Nufufufu, here at last!
Let's get right with it!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_2e43f8cb7a1f195d,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,363,Route110_TrickHousePuzzle7_Text_MarielaDefeat,You're so casual about winning!$,You're so casual about winning!,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_3882c93b571ba01d,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,370,Route110_TrickHousePuzzle7_Text_AlvaroIntro,I ever so closely watched you coming!$,I ever so closely watched you coming!,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_0bc8986d77153b5e,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,373,Route110_TrickHousePuzzle7_Text_AlvaroDefeat,This outcome I didn't see coming…$,This outcome I didn't see coming…,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_702e49cbb46857ca,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,382,Route110_TrickHousePuzzle7_Text_EverettIntro,It's awfully cramped in here…$,It's awfully cramped in here…,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_85e1c5309763722c,optional_npc,,,Route110_TrickHousePuzzle7,Route110 TrickHousePuzzle7,,data/maps/Route110_TrickHousePuzzle7/scripts.inc,385,Route110_TrickHousePuzzle7_Text_EverettDefeat,"Oh, yes, strong you are.$","Oh, yes, strong you are.",,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_75e3fed2ecbd85fe,optional_npc,,,Route110_TrickHousePuzzle8,Route110 TrickHousePuzzle8,,data/maps/Route110_TrickHousePuzzle8/scripts.inc,29,Route110_TrickHousePuzzle8_Text_WroteSecretCodeLockOpened,{PLAYER} wrote down the secret code\non the door.\p“TRICK MASTER I love.”\n… … … … … … … …\pThe lock clicked open!$,"{PLAYER} wrote down the secret code
on the door.
[PAGE]
“TRICK MASTER I love.”
… … … … … … … …
[PAGE]
The lock clicked open!",,untranslated,{PLAYER} | \n | \p | \n | \p,{PLAYER},,Main-story status is not proven by static source evidence.
dlg_6d74ede343965b64,optional_npc,,,Route110_TrickHousePuzzle8,Route110 TrickHousePuzzle8,,data/maps/Route110_TrickHousePuzzle8/scripts.inc,36,Route110_TrickHousePuzzle8_Text_VincentIntro,Not many TRAINERS have made it\nthis far.$,"Not many TRAINERS have made it
this far.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_8ddc1b82125e57e8,optional_npc,,,Route110_TrickHousePuzzle8,Route110 TrickHousePuzzle8,,data/maps/Route110_TrickHousePuzzle8/scripts.inc,40,Route110_TrickHousePuzzle8_Text_VincentDefeat,"That must mean you're tough, too…$","That must mean you're tough, too…",,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_afb7e7892cb3514b,optional_npc,,,Route110_TrickHousePuzzle8,Route110 TrickHousePuzzle8,,data/maps/Route110_TrickHousePuzzle8/scripts.inc,47,Route110_TrickHousePuzzle8_Text_KeiraIntro,Consider yourself lucky to be\nbattling me!$,"Consider yourself lucky to be
battling me!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_7d53ec569dcef6b2,optional_npc,,,Route110_TrickHousePuzzle8,Route110 TrickHousePuzzle8,,data/maps/Route110_TrickHousePuzzle8/scripts.inc,51,Route110_TrickHousePuzzle8_Text_KeiraDefeat,This isn't right!\nI can't lose!$,"This isn't right!
I can't lose!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_6cc1c657cf660b97,optional_npc,,,Route110_TrickHousePuzzle8,Route110 TrickHousePuzzle8,,data/maps/Route110_TrickHousePuzzle8/scripts.inc,59,Route110_TrickHousePuzzle8_Text_LeroyIntro,"You've been slugging through the TRICK\nHOUSE challenge, too.$","You've been slugging through the TRICK
HOUSE challenge, too.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_862e12e5dc3e5681,optional_npc,,,Route110_TrickHousePuzzle8,Route110 TrickHousePuzzle8,,data/maps/Route110_TrickHousePuzzle8/scripts.inc,63,Route110_TrickHousePuzzle8_Text_LeroyDefeat,I see…\nYou possess an extraordinary style.$,"I see…
You possess an extraordinary style.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_306de2062079d5b1,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,569,Route111_Text_IsThatSo,"Is that so?\nDrop in, if you change your mind!$","Is that so?
Drop in, if you change your mind!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_a1b805b4485ac04f,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,573,Route111_Text_VictorIntro,That's the spirit! I like you!$,That's the spirit! I like you!,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_4648416ac7c93f63,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,576,Route111_Text_VictorDefeat,Aiyah!\nYou're a lot tougher than I expected!$,"Aiyah!
You're a lot tougher than I expected!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_7dc61f9140ee9f5d,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,584,Route111_Text_VictoriaIntro,"Oh, my goodness! Aren't you young?\pYou must be quite the TRAINER to beat\nmy husband, though.\pIt's my turn to battle now!$","Oh, my goodness! Aren't you young?
[PAGE]
You must be quite the TRAINER to beat
my husband, though.
[PAGE]
It's my turn to battle now!",,untranslated,\p | \n | \p,,,Main-story status is not proven by static source evidence.
dlg_14943408dfdef198,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,590,Route111_Text_VictoriaDefeat,"Oh, gosh!\nI can't get over how strong you are!$","Oh, gosh!
I can't get over how strong you are!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_9bb073dd4c1767e0,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,598,Route111_Text_ViviIntro,"You're stronger than Mommy? Wow!\pBut I'm strong, too!\nReally! Honestly!$","You're stronger than Mommy? Wow!
[PAGE]
But I'm strong, too!
Really! Honestly!",,untranslated,\p | \n,,,Main-story status is not proven by static source evidence.
dlg_ca4899a91120e928,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,603,Route111_Text_ViviDefeat,Huh? Did I just lose?$,Huh? Did I just lose?,,untranslated,,,,Main-story status is not proven by static source evidence.
dlg_f63bab3ff9b592aa,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,610,Route111_Text_VickyIntro,"How dare you make my granddaughter\ncry!\pFor that, I'm going to smack you!\nPrepare to lose!$","How dare you make my granddaughter
cry!
[PAGE]
For that, I'm going to smack you!
Prepare to lose!",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_6df2bad0b87b92e4,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,616,Route111_Text_VickyDefeat,Kwah! You are strong…\nMy granddaughter was right…$,"Kwah! You are strong…
My granddaughter was right…",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_a064330159da5198,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,624,Route111_Text_ToughToKeepWinningUpTheRanks,"If you don't raise your POKéMON some\nmore, it could be tough to keep winning\lup through the ranks.\pI've heard the POKéMON LEAGUE's\nELITE FOUR are far stronger than\lany GYM LEADER.$","If you don't raise your POKéMON some
more, it could be tough to keep winning
up through the ranks.
[PAGE]
I've heard the POKéMON LEAGUE's
ELITE FOUR are far stronger than
any GYM LEADER.",,untranslated,\n | \l | \p | \n | \l,,,Main-story status is not proven by static source evidence.
dlg_080a6bda45ca99df,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,632,Route111_Text_WinstrateFamilyDestroyedMe,"I challenged the WINSTRATE family,\nbut four matches in a row is tough\lgoing… They destroyed me.$","I challenged the WINSTRATE family,
but four matches in a row is tough
going… They destroyed me.",,untranslated,\n | \l,,,Main-story status is not proven by static source evidence.
dlg_86e25b29879a71f1,sign,,,Route111,Route111,,data/maps/Route111/scripts.inc,637,Route111_Text_RouteSignMauville,ROUTE 111\n{DOWN_ARROW} MAUVILLE CITY$,"ROUTE 111
{DOWN_ARROW} MAUVILLE CITY",,untranslated,\n | {DOWN_ARROW},,,
dlg_ca7f8bf15005ec2f,sign,,,Route111,Route111,,data/maps/Route111/scripts.inc,641,Route111_Text_WinstrateHouseSign,“Our family's hearts beat as one!”\nTHE WINSTRATE'S HOUSE$,"“Our family's hearts beat as one!”
THE WINSTRATE'S HOUSE",,untranslated,\n,,,
dlg_a3f184a75935e7b9,sign,,,Route111,Route111,,data/maps/Route111/scripts.inc,645,Route111_Text_RouteSign112,ROUTE 111\n{LEFT_ARROW} ROUTE 112$,"ROUTE 111
{LEFT_ARROW} ROUTE 112",,untranslated,\n | {LEFT_ARROW},,,
dlg_e7ae31a1fa7d5d3b,sign,,,Route111,Route111,,data/maps/Route111/scripts.inc,649,Route111_Text_RouteSign113,ROUTE 111\n{LEFT_ARROW} ROUTE 113$,"ROUTE 111
{LEFT_ARROW} ROUTE 113",,untranslated,\n | {LEFT_ARROW},,,
dlg_34a8f2daab65a95c,sign,,,Route111,Route111,,data/maps/Route111/scripts.inc,653,Route111_Text_OldLadysRestStopSign,OLD LADY'S REST STOP\n“Come in and rest your tired bones.”$,"OLD LADY'S REST STOP
“Come in and rest your tired bones.”",,untranslated,\n,,,
dlg_43167efe88b0631c,trainer,trainer_dialogue,,Route111,Route111,,data/maps/Route111/scripts.inc,657,Route111_Text_TrainerTipsSpAtkSpDef,"TRAINER TIPS\pOne of the indicators of a POKéMON's\npowerfulness is SP. ATK. It stands for\l“SPECIAL ATTACK.”\pLikewise, SP. DEF stands for “SPECIAL\nDEFENSE.”$","TRAINER TIPS
[PAGE]
One of the indicators of a POKéMON's
powerfulness is SP. ATK. It stands for
“SPECIAL ATTACK.”
[PAGE]
Likewise, SP. DEF stands for “SPECIAL
DEFENSE.”",,untranslated,\p | \n | \l | \p | \n,,,
dlg_1f12b4315dde5ebb,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,665,Route111_Text_ShouldBeMirageTowerAroundHere,"There should be a tower made of sand\naround here somewhere.\pBut for some reason, it can be seen\nsometimes, and sometimes not.\pThat's why I call it the MIRAGE TOWER.$","There should be a tower made of sand
around here somewhere.
[PAGE]
But for some reason, it can be seen
sometimes, and sometimes not.
[PAGE]
That's why I call it the MIRAGE TOWER.",,untranslated,\n | \p | \n | \p,,,Main-story status is not proven by static source evidence.
dlg_3d4dfd20b51c40a4,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,672,Route111_Text_MirageTowerClearlyVisible,"I see it!\nThe tower of sand!\pThe sand tower they called a mirage\nis clearly visible!\pBut it looks so fragile…\nIt could crumble away anytime…\pI want to go inside it, but I can't\nget my courage up for it…$","I see it!
The tower of sand!
[PAGE]
The sand tower they called a mirage
is clearly visible!
[PAGE]
But it looks so fragile…
It could crumble away anytime…
[PAGE]
I want to go inside it, but I can't
get my courage up for it…",,untranslated,\n | \p | \n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_ecaafded5424d488,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,682,Route111_Text_ThatWasShockingSandRainedDown,Whoa…\nThat was shocking.\pSand rained down in chunks all of\na sudden.\pWhat was it like inside?\nWere there sandy ghosts and such?$,"Whoa…
That was shocking.
[PAGE]
Sand rained down in chunks all of
a sudden.
[PAGE]
What was it like inside?
Were there sandy ghosts and such?",,untranslated,\n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_9c83c0ae94baefc9,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,690,Route111_Text_MirageTowerHasntBeenSeenSince,"Since I spoke to you, the tower of sand\nhasn't been seen.\pPerhaps it really was\nthe MIRAGE TOWER…$","Since I spoke to you, the tower of sand
hasn't been seen.
[PAGE]
Perhaps it really was
the MIRAGE TOWER…",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_c5031c9590367f3e,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,696,Route111_Text_ClawFossilDisappeared,The CLAW FOSSIL disappeared into\nthe sand…$,"The CLAW FOSSIL disappeared into
the sand…",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_c23e99ad43ffc3cf,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,700,Route111_Text_RootFossilDisappeared,The ROOT FOSSIL disappeared into\nthe sand…$,"The ROOT FOSSIL disappeared into
the sand…",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_0f29450547a19962,optional_npc,,,Route111,Route111,,data/maps/Route111/scripts.inc,704,Route111_Text_MauvilleUncleToldMeToTakeRockSmash,"Oh, no!\pMy uncle in MAUVILLE told me to take\nROCK SMASH with me if I was going to\lROUTE 111!\pMy uncle? He lives across from\nthe bike shop in MAUVILLE.$","Oh, no!
[PAGE]
My uncle in MAUVILLE told me to take
ROCK SMASH with me if I was going to
ROUTE 111!
[PAGE]
My uncle? He lives across from
the bike shop in MAUVILLE.",,untranslated,\p | \n | \l | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_a75465cf02d68b09,trainer,trainer_dialogue,,Route111,Route111,,data/maps/Route111/scripts.inc,712,Route111_Text_TrainerHillSign,"{RIGHT_ARROW} TRAINER HILL ENTRANCE\p“Scale the heights, you hot-blooded\nTRAINERS!”$","{RIGHT_ARROW} TRAINER HILL ENTRANCE
[PAGE]
“Scale the heights, you hot-blooded
TRAINERS!”",,untranslated,{RIGHT_ARROW} | \p | \n,,,
dlg_efe7033faa5ee79d,optional_npc,,,Route111_OldLadysRestStop,Route111 OldLadysRestStop,,data/maps/Route111_OldLadysRestStop/scripts.inc,30,Route111_OldLadysRestStop_Text_RestUpHere,"Oh, dear, dear.\nAren't your POKéMON exhausted?\pIf you'd like, rest up here.\nThat's a fine idea! You should do that.$","Oh, dear, dear.
Aren't your POKéMON exhausted?
[PAGE]
If you'd like, rest up here.
That's a fine idea! You should do that.",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_84b2c09db7da26e8,optional_npc,,,Route111_OldLadysRestStop,Route111 OldLadysRestStop,,data/maps/Route111_OldLadysRestStop/scripts.inc,36,Route111_OldLadysRestStop_Text_TakeYourTimeRestUp,That's right.\nTake your time and rest up!$,"That's right.
Take your time and rest up!",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_462ad75687f6e6aa,optional_npc,,,Route111_OldLadysRestStop,Route111 OldLadysRestStop,,data/maps/Route111_OldLadysRestStop/scripts.inc,40,Route111_OldLadysRestStop_Text_StillTiredTakeAnotherRest,"Oh, dear, dear.\nAre your POKéMON still tired?\pYou should take another rest here.\nThat's a fine idea. You should do that.$","Oh, dear, dear.
Are your POKéMON still tired?
[PAGE]
You should take another rest here.
That's a fine idea. You should do that.",,untranslated,\n | \p | \n,,,Main-story status is not proven by static source evidence.
dlg_39c230e946568664,optional_npc,,,Route111_OldLadysRestStop,Route111 OldLadysRestStop,,data/maps/Route111_OldLadysRestStop/scripts.inc,46,Route111_OldLadysRestStop_Text_DontNeedToBeShy,Is that so?\nYou don't need to be shy about it.$,"Is that so?
You don't need to be shy about it.",,untranslated,\n,,,Main-story status is not proven by static source evidence.
dlg_11ebfe7754270d48,optional_npc,,,Route111_WinstrateFamilysHouse,Route111 WinstrateFamilysHouse,,data/maps/Route111_WinstrateFamilysHouse/scripts.inc,58,Route111_WinstrateFamilysHouse_Text_MySonIsStrongerThanYou,"You're the first TRAINER I've seen who\ndeploys POKéMON so masterfully.\pBut, I should tell you--my son is\nstronger than you.\pHe even took the POKéMON LEAGUE\nchallenge, I'll have you know.$","You're the first TRAINER I've seen who
deploys POKéMON so masterfully.
[PAGE]
But, I should tell you--my son is
stronger than you.
[PAGE]
He even took the POKéMON LEAGUE
challenge, I'll have you know.",,untranslated,\n | \p | \n | \p | \n,,,Main-story status is not proven by static source evidence.
