description_symbol,source_text,target_text_th,status,usage_count,line_count,max_width_font_normal_px,max_width_font_narrow_px,hard_limit_px,width_result,glyph_result,control_code_result,number_result,abbreviation_result,risk_score,risk_reasons,source_file,source_line
sItemfinderDesc,"A device that
signals an invisible
item by sound.","อุปกรณ์ส่งเสียง
เมื่อพบไอเทมที่
มองไม่เห็น",translated_pending_qa,1,3,69,69,120,pass,pass,pass,pass,pass,1,three_lines,src/data/text/item_descriptions.h,985
sOldRodDesc,"Use by any body of
water to fish for
wild POKéMON.","ใช้ตกโปเกมอนป่า
ตามแหล่งน้ำต่างๆ",translated_pending_qa,1,2,79,79,120,pass,pass,pass,pass,pass,3,proper_name_or_location,src/data/text/item_descriptions.h,990
sGoodRodDesc,"A decent fishing
rod for catching
wild POKéMON.","เบ็ดตกปลาคุณภาพดี
สำหรับจับโปเกมอนป่า",translated_pending_qa,1,2,96,96,120,pass,pass,pass,pass,pass,3,proper_name_or_location,src/data/text/item_descriptions.h,995
sSuperRodDesc,"The best fishing
rod for catching
wild POKéMON.","เบ็ดตกปลาที่ดีที่สุด
สำหรับจับโปเกมอนป่า",translated_pending_qa,1,2,96,96,120,pass,pass,pass,pass,pass,3,proper_name_or_location,src/data/text/item_descriptions.h,1000
sSSTicketDesc,"The ticket required
for sailing on a
ferry.","บัตรโดยสารที่จำเป็น
สำหรับขึ้นเรือข้ามฟาก",translated_pending_qa,1,2,96,96,120,pass,pass,pass,pass,pass,0,,src/data/text/item_descriptions.h,1005
sContestPassDesc,"The pass required
for entering
POKéMON CONTESTS.","บัตรสำหรับเข้าร่วม
การประกวดโปเกมอน",translated_pending_qa,1,2,94,94,120,pass,pass,pass,pass,pass,3,proper_name_or_location,src/data/text/item_descriptions.h,1010
sWailmerPailDesc,"A tool used for
watering BERRIES
and plants.","อุปกรณ์สำหรับรดน้ำ
BERRY และต้นไม้",translated_pending_qa,1,2,86,86,120,pass,pass,pass,pass,pass,2,mixed_thai_latin_or_number,src/data/text/item_descriptions.h,1015
sDevonGoodsDesc,"A package that
contains DEVON's
machine parts.","พัสดุที่บรรจุ
ชิ้นส่วนเครื่องจักร
ของเดวอน",translated_pending_qa,1,3,79,79,120,pass,pass,pass,pass,pass,6,mixed_thai_latin_or_number;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1020
sSootSackDesc,"A sack used to
gather and hold
volcanic ash.","ถุงสำหรับรวบรวม
และเก็บเถ้าภูเขาไฟ",translated_pending_qa,1,2,84,84,120,pass,pass,pass,pass,pass,0,,src/data/text/item_descriptions.h,1025
sBasementKeyDesc,"The key for NEW
MAUVILLE beneath
MAUVILLE CITY.","กุญแจห้องใต้ดินของ
นิวมอวิลล์ ใต้เมือง
มอวิลล์",translated_pending_qa,1,3,88,88,120,pass,pass,pass,pass,pass,6,mixed_thai_latin_or_number;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1030
sAcroBikeDesc,"A folding bicycle
capable of jumps
and wheelies.","จักรยานพับได้
ที่กระโดดและ
ยกล้อได้",translated_pending_qa,1,3,63,63,120,pass,pass,pass,pass,pass,1,three_lines,src/data/text/item_descriptions.h,1035
sPokeblockCaseDesc,"A case for holding
{POKEBLOCK}S made with
a BERRY BLENDER.","กล่องสำหรับเก็บ
{POKEBLOCK} ที่ทำด้วย
เครื่องปั่นเบอร์รี",translated_pending_qa,1,3,94,85,120,pass,pass,pass,pass,pass,10,mixed_thai_latin_or_number;control_code;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1040
sLetterDesc,"A letter to STEVEN
from the PRESIDENT
of the DEVON CORP.","จดหมายถึงสตีเวน
จากประธานแห่ง
เดวอน",translated_pending_qa,1,3,78,78,120,pass,pass,pass,pass,pass,6,mixed_thai_latin_or_number;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1045
sEonTicketDesc,"The ticket for a
ferry to a distant
southern island.","บัตรโดยสารเรือไปยัง
เกาะห่างไกลทางตอนใต้",translated_pending_qa,1,2,101,101,120,pass,pass,pass,pass,pass,0,,src/data/text/item_descriptions.h,1050
sRedOrbDesc,"A red, glowing orb
said to contain an
ancient power.","ลูกแก้วสีแดงเรืองแสง
ว่ากันว่ามีพลัง
โบราณสถิตอยู่",translated_pending_qa,1,3,92,92,120,pass,pass,pass,pass,pass,1,three_lines,src/data/text/item_descriptions.h,1055
sBlueOrbDesc,"A blue, glowing orb
said to contain an
ancient power.","ลูกแก้วสีน้ำเงิน
เรืองแสง ว่ากันว่ามี
พลังโบราณสถิตอยู่",translated_pending_qa,1,3,81,81,120,pass,pass,pass,pass,pass,1,three_lines,src/data/text/item_descriptions.h,1060
sScannerDesc,"A device found
inside the
ABANDONED SHIP.","อุปกรณ์ที่พบภายใน
เรือร้าง",translated_pending_qa,1,2,87,87,120,pass,pass,pass,pass,pass,3,proper_name_or_location,src/data/text/item_descriptions.h,1065
sGoGogglesDesc,"Nifty goggles that
protect eyes from
desert sandstorms.","แว่นตาที่ช่วยปกป้อง
ดวงตาจากพายุทราย
ในทะเลทราย",translated_pending_qa,1,3,87,87,120,pass,pass,pass,pass,pass,1,three_lines,src/data/text/item_descriptions.h,1070
sMeteoriteDesc,"A meteorite found
at METEOR FALLS.","อุกกาบาตที่พบใน
น้ำตกมีทีออร์",translated_pending_qa,1,2,76,76,120,pass,pass,pass,pass,pass,3,proper_name_or_location,src/data/text/item_descriptions.h,1075
sRoom1KeyDesc,"A key that opens a
door inside the
ABANDONED SHIP.","กุญแจเปิดประตู
ภายในเรือร้าง",translated_pending_qa,1,2,69,69,120,pass,pass,pass,pass,pass,14,near_120px;mixed_thai_latin_or_number;proper_name_or_location,src/data/text/item_descriptions.h,1079
sRoom2KeyDesc,"A key that opens a
door inside the
ABANDONED SHIP.","กุญแจเปิดประตู
ภายในเรือร้าง",translated_pending_qa,1,2,69,69,120,pass,pass,pass,pass,pass,14,near_120px;mixed_thai_latin_or_number;proper_name_or_location,src/data/text/item_descriptions.h,1084
sRoom4KeyDesc,"A key that opens a
door inside the
ABANDONED SHIP.","กุญแจเปิดประตู
ภายในเรือร้าง",translated_pending_qa,1,2,69,69,120,pass,pass,pass,pass,pass,14,near_120px;mixed_thai_latin_or_number;proper_name_or_location,src/data/text/item_descriptions.h,1089
sRoom6KeyDesc,"A key that opens a
door inside the
ABANDONED SHIP.","กุญแจเปิดประตู
ภายในเรือร้าง",translated_pending_qa,1,2,69,69,120,pass,pass,pass,pass,pass,14,near_120px;mixed_thai_latin_or_number;proper_name_or_location,src/data/text/item_descriptions.h,1094
sStorageKeyDesc,"The key to the
storage inside the
ABANDONED SHIP.","กุญแจห้องเก็บของ
ภายในเรือร้าง",translated_pending_qa,1,2,77,77,120,pass,pass,pass,pass,pass,5,mixed_thai_latin_or_number;proper_name_or_location,src/data/text/item_descriptions.h,1099
sRootFossilDesc,"A fossil of an
ancient, seafloor-
dwelling POKéMON.","ฟอสซิลโปเกมอนโบราณ
ที่อาศัยอยู่
ใต้ท้องทะเล",translated_pending_qa,1,3,107,107,120,pass,pass,pass,pass,pass,8,wide_line;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1104
sClawFossilDesc,"A fossil of an
ancient, seafloor-
dwelling POKéMON.","ฟอสซิลโปเกมอนโบราณ
ที่อาศัยอยู่
ใต้ท้องทะเล",translated_pending_qa,1,3,107,107,120,pass,pass,pass,pass,pass,8,wide_line;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1109
sDevonScopeDesc,"A device by DEVON
that signals any
unseeable POKéMON.","อุปกรณ์จากเดวอน
ที่ตรวจจับโปเกมอน
ซึ่งมองไม่เห็น",translated_pending_qa,1,3,87,87,120,pass,pass,pass,pass,pass,6,mixed_thai_latin_or_number;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1114
sTM01Desc,"Powerful, but makes
the user flinch if
hit by the foe.","ท่ารุนแรง แต่ผู้ใช้
จะชะงักหากถูก
คู่ต่อสู้โจมตี",translated_pending_qa,1,3,75,75,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1120
sTM02Desc,"Hooks and slashes
the foe with long,
sharp claws.","เกี่ยวและฟันคู่ต่อสู้
ด้วยกรงเล็บยาว
แหลมคม",translated_pending_qa,1,3,82,82,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1125
sTM03Desc,"Generates an
ultrasonic wave
that may confuse.","สร้างคลื่นอัลตราโซนิก
ที่อาจทำให้สับสน",translated_pending_qa,1,2,94,94,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1130
sTM04Desc,"Raises SP. ATK and
SP. DEF by focusing
the mind.","เพ่งสมาธิเพื่อเพิ่ม
พลังโจมตีพิเศษและ
พลังป้องกันพิเศษ",translated_pending_qa,1,3,88,88,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1135
sTM05Desc,"A savage roar that
makes the foe flee
to end the battle.","ส่งเสียงคำรามรุนแรง
ให้คู่ต่อสู้หนี
และจบการต่อสู้",translated_pending_qa,1,3,86,86,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1140
sTM06Desc,"Poisons the foe
with a toxin that
gradually worsens.","ทำให้คู่ต่อสู้ติดพิษ
ที่รุนแรงขึ้นเรื่อยๆ",translated_pending_qa,1,2,80,80,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1145
sTM07Desc,"Creates a hailstorm
that damages all
types except ICE.","สร้างพายุลูกเห็บ
ทำร้ายทุกประเภทยกเว้น
ประเภท ICE",translated_pending_qa,1,3,104,104,120,pass,pass,pass,pass,pass,4,mixed_thai_latin_or_number;tm_hm_description;three_lines,src/data/text/item_descriptions.h,1150
sTM08Desc,"Bulks up the body
to boost both
ATTACK & DEFENSE.","เพิ่มมวลกล้ามเนื้อ
เพื่อเพิ่มพลังโจมตี
และพลังป้องกัน",translated_pending_qa,1,3,80,80,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1155
sTM09Desc,"Shoots 2 to 5 seeds
in a row to strike
the foe.","ยิงเมล็ด 2 ถึง 5 เมล็ด
โจมตีคู่ต่อสู้ต่อเนื่อง",translated_pending_qa,1,2,92,90,120,pass,pass,pass,pass,pass,4,mixed_thai_latin_or_number;numeric;tm_hm_description,src/data/text/item_descriptions.h,1160
sTM10Desc,"The attack power
varies among
different POKéMON.","พลังโจมตีแตกต่างกัน
ตามโปเกมอนแต่ละตัว",translated_pending_qa,1,2,99,99,120,pass,pass,pass,pass,pass,4,tm_hm_description;proper_name_or_location,src/data/text/item_descriptions.h,1165
sTM11Desc,"Raises the power of
FIRE-type moves
for 5 turns.","เพิ่มพลังท่าประเภท FIRE
นาน 5 เทิร์น",translated_pending_qa,1,2,110,105,120,pass,pass,pass,pass,pass,9,wide_line;mixed_thai_latin_or_number;numeric;tm_hm_description,src/data/text/item_descriptions.h,1170
sTM12Desc,"Enrages the foe so
it can only use
attack moves.","ยั่วโมโหคู่ต่อสู้
ให้ใช้ได้เฉพาะ
ท่าโจมตี",translated_pending_qa,1,3,67,67,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1175
sTM13Desc,"Fires an icy cold
beam that may
freeze the foe.","ยิงลำแสงเย็นจัด
ที่อาจแช่แข็ง
คู่ต่อสู้",translated_pending_qa,1,3,68,68,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1180
sTM14Desc,"A brutal snow-and-
wind attack that
may freeze the foe.","โจมตีด้วยหิมะและลม
อย่างรุนแรง ซึ่งอาจ
แช่แข็งคู่ต่อสู้",translated_pending_qa,1,3,94,94,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1185
sTM15Desc,"Powerful, but needs
recharging the
next turn.","ท่ารุนแรง แต่ต้อง
พักฟื้นในเทิร์นถัดไป",translated_pending_qa,1,2,94,94,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1190
sTM16Desc,"Creates a wall of
light that lowers
SP. ATK damage.","สร้างกำแพงแสง
เพื่อลดความเสียหาย
จากพลังโจมตีพิเศษ",translated_pending_qa,1,3,88,88,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1195
sTM17Desc,"Negates all damage,
but may fail if used
in succession.","ป้องกันความเสียหาย
ทั้งหมด แต่อาจล้มเหลว
หากใช้ต่อเนื่อง",translated_pending_qa,1,3,102,102,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1200
sTM18Desc,"Raises the power of
WATER-type moves
for 5 turns.","เพิ่มพลังท่าประเภท WATER
นาน 5 เทิร์น",translated_pending_qa,1,2,116,111,120,pass,pass,pass,pass,pass,13,near_120px;mixed_thai_latin_or_number;numeric;tm_hm_description,src/data/text/item_descriptions.h,1205
sTM19Desc,"Recovers half the
HP of the damage
this move inflicts.","ฟื้นฟู HP ครึ่งหนึ่ง
ของความเสียหาย
ที่สร้างได้",translated_pending_qa,1,3,79,77,120,pass,pass,pass,pass,pass,6,mixed_thai_latin_or_number;tm_hm_description;abbreviation;three_lines,src/data/text/item_descriptions.h,1210
sTM20Desc,"Prevents status
abnormality with a
mystical power.","ใช้พลังลึกลับป้องกัน
สถานะผิดปกติ",translated_pending_qa,1,2,86,86,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1215
sTM21Desc,"The less the user
likes you, the more
powerful this move.","ยิ่งผู้ใช้ไม่สนิทกับคุณ
ท่านี้ยิ่งทรงพลัง",translated_pending_qa,1,2,92,92,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1220
sTM22Desc,"Absorbs sunlight in
the 1st turn, then
attacks next turn.","ดูดซับแสงแดด
ในเทิร์นแรก แล้วโจมตี
ในเทิร์นถัดไป",translated_pending_qa,1,3,103,103,120,pass,pass,pass,pass_ordinal_translated,pass,3,numeric;tm_hm_description;three_lines,src/data/text/item_descriptions.h,1225
sTM23Desc,"Slams the foe with
a hard tail. It may
lower DEFENSE.","ฟาดคู่ต่อสู้ด้วยหางแข็ง
อาจลดพลังป้องกัน",translated_pending_qa,1,2,96,96,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1230
sTM24Desc,"A powerful electric
attack that may
cause paralysis.","โจมตีด้วยไฟฟ้ารุนแรง
ที่อาจทำให้อัมพาต",translated_pending_qa,1,2,99,99,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1235
sTM25Desc,"Strikes the foe
with a thunderbolt.
It may paralyze.","ฟาดคู่ต่อสู้ด้วยสายฟ้า
ที่อาจทำให้อัมพาต",translated_pending_qa,1,2,92,92,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1240
sTM26Desc,"Causes a quake
that has no effect
on flying foes.","สร้างแผ่นดินไหว
แต่ไม่มีผลกับ
คู่ต่อสู้ที่บินอยู่",translated_pending_qa,1,3,74,74,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1245
sTM27Desc,"The more the user
likes you, the more
powerful this move.","ยิ่งผู้ใช้สนิทกับคุณ
ท่านี้ยิ่งทรงพลัง",translated_pending_qa,1,2,79,79,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1250
sTM28Desc,"Digs underground
the 1st turn, then
strikes next turn.","ขุดลงใต้ดินในเทิร์นแรก
แล้วโจมตีเทิร์นถัดไป",translated_pending_qa,1,2,107,107,120,pass,pass,pass,pass_ordinal_translated,pass,6,wide_line;numeric;tm_hm_description,src/data/text/item_descriptions.h,1255
sTM29Desc,"A powerful psychic
attack that may
lower SP. DEF.","โจมตีด้วยพลังจิตรุนแรง
ที่อาจลด
พลังป้องกันพิเศษ",translated_pending_qa,1,3,104,104,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1260
sTM30Desc,"Hurls a dark lump
at the foe. It may
lower SP. DEF.","ขว้างก้อนพลังมืด
ใส่คู่ต่อสู้ อาจลด
พลังป้องกันพิเศษ",translated_pending_qa,1,3,76,76,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1265
sTM31Desc,"Destroys barriers
like LIGHT SCREEN
and causes damage.","ทำลายกำแพงอย่าง
LIGHT SCREEN พร้อม
สร้างความเสียหาย",translated_pending_qa,1,3,98,86,120,pass,pass,pass,pass,pass,7,mixed_thai_latin_or_number;tm_hm_description;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1270
sTM32Desc,"Creates illusory
copies to enhance
elusiveness.","สร้างร่างลวงตา
เพื่อเพิ่มการหลบหลีก",translated_pending_qa,1,2,91,91,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1275
sTM33Desc,"Creates a wall of
light that weakens
physical attacks.","สร้างกำแพงแสง
เพื่อลดความเสียหาย
จากการโจมตีกายภาพ",translated_pending_qa,1,3,91,91,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1280
sTM34Desc,"Zaps the foe with a
jolt of electricity
that never misses.","ช็อตคู่ต่อสู้ด้วยไฟฟ้า
ที่ไม่มีวันพลาด",translated_pending_qa,1,2,90,90,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1285
sTM35Desc,"Looses a stream of
fire that may burn
the foe.","พ่นกระแสเพลิงที่อาจ
ทำให้คู่ต่อสู้ไหม้",translated_pending_qa,1,2,90,90,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1290
sTM36Desc,"Hurls sludge at the
foe. It may poison
the foe.","ขว้างโคลนพิษใส่
ซึ่งอาจทำให้
คู่ต่อสู้ติดพิษ",translated_pending_qa,1,3,74,74,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1295
sTM37Desc,"Causes a sandstorm
that hits the foe
over several turns.","สร้างพายุทราย
ที่ทำร้ายคู่ต่อสู้
ต่อเนื่องหลายเทิร์น",translated_pending_qa,1,3,82,82,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1300
sTM38Desc,"A powerful fire
attack that may
burn the foe.","โจมตีด้วยไฟรุนแรง
ที่อาจทำให้
คู่ต่อสู้ไหม้",translated_pending_qa,1,3,87,87,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1305
sTM39Desc,"Stops the foe from
moving with rocks.
May lower SPEED.","ใช้หินหยุดการเคลื่อนไหว
และอาจลดความเร็ว",translated_pending_qa,1,2,112,112,120,pass,pass,pass,pass,pass,9,near_120px;tm_hm_description,src/data/text/item_descriptions.h,1310
sTM40Desc,"An extremely fast
attack that can't
be avoided.","โจมตีด้วยความเร็วสูง
จนหลบไม่ได้",translated_pending_qa,1,2,94,94,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1315
sTM41Desc,"Prevents the foe
from using the same
move in a row.","ป้องกันคู่ต่อสู้ใช้
ท่าเดิมต่อเนื่อง",translated_pending_qa,1,2,69,69,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1320
sTM42Desc,"Raises ATTACK when
poisoned, burned,
or paralyzed.","เพิ่มพลังโจมตีเมื่อ
ติดพิษ ไหม้ หรือ
เป็นอัมพาต",translated_pending_qa,1,3,79,79,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1325
sTM43Desc,"Adds an effect to
attack depending
on the location.","เพิ่มผลพิเศษให้ท่าโจมตี
ตามสถานที่ใช้งาน",translated_pending_qa,1,2,107,107,120,pass,pass,pass,pass,pass,5,wide_line;tm_hm_description,src/data/text/item_descriptions.h,1330
sTM44Desc,"The user sleeps for
2 turns to restore
health and status.","ผู้ใช้หลับ 2 เทิร์น
เพื่อฟื้นฟู HP และ
รักษาสถานะผิดปกติ",translated_pending_qa,1,3,85,85,120,pass,pass,pass,pass,pass,5,mixed_thai_latin_or_number;numeric;tm_hm_description;three_lines,src/data/text/item_descriptions.h,1335
sTM45Desc,"Makes it tough to
attack a foe of the
opposite gender.","ทำให้คู่ต่อสู้
เพศตรงข้ามโจมตี
ผู้ใช้ได้ยากขึ้น",translated_pending_qa,1,3,77,77,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1340
sTM46Desc,"While attacking,
it may steal the
foe's held item.","โจมตีพร้อมมีโอกาส
ขโมยไอเทมที่ถืออยู่
ของคู่ต่อสู้",translated_pending_qa,1,3,85,85,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1345
sTM47Desc,"Spreads hard-
edged wings and
slams into the foe.","กางปีกขอบแข็ง
แล้วพุ่งชนคู่ต่อสู้",translated_pending_qa,1,2,71,71,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1350
sTM48Desc,"Switches abilities
with the foe on the
turn this is used.","สลับความสามารถพิเศษ
กับคู่ต่อสู้ในเทิร์นนี้",translated_pending_qa,1,2,102,102,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1355
sTM49Desc,"Steals the effects
of the move the foe
is trying to use.","ขโมยผลของท่าที่
คู่ต่อสู้กำลังจะใช้",translated_pending_qa,1,2,70,70,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1360
sTM50Desc,"Enables full-power
attack, but sharply
lowers SP. ATK.","โจมตีเต็มพลัง แต่ลด
พลังโจมตีพิเศษอย่างมาก",translated_pending_qa,1,2,107,107,120,pass,pass,pass,pass,pass,5,wide_line;tm_hm_description,src/data/text/item_descriptions.h,1365
sHM01Desc,"Attacks the foe
with sharp blades
or claws.","โจมตีคู่ต่อสู้
ด้วยใบมีดหรือ
กรงเล็บแหลมคม",translated_pending_qa,1,3,73,73,120,pass,pass,pass,pass,pass,2,tm_hm_description;three_lines,src/data/text/item_descriptions.h,1371
sHM02Desc,"Flies up on the
first turn, then
attacks next turn.","บินขึ้นในเทิร์นแรก
แล้วโจมตีเทิร์นถัดไป",translated_pending_qa,1,2,94,94,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1376
sHM03Desc,"Creates a huge
wave, then crashes
it down on the foe.","สร้างคลื่นยักษ์
แล้วซัดใส่คู่ต่อสู้",translated_pending_qa,1,2,71,71,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1381
sHM04Desc,"Builds enormous
power, then slams
the foe.","รวบรวมพลังมหาศาล
แล้วพุ่งชนคู่ต่อสู้",translated_pending_qa,1,2,89,89,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1386
sHM05Desc,"Looses a powerful
blast of light that
reduces accuracy.","ปล่อยแสงสว่างรุนแรง
ที่ลดความแม่นยำ",translated_pending_qa,1,2,91,91,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1391
sHM06Desc,"A rock-crushingly
tough attack that
may lower DEFENSE.","โจมตีรุนแรงจนบดหิน
และอาจลดพลังป้องกัน",translated_pending_qa,1,2,97,97,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1396
sHM07Desc,"Attacks the foe
with enough power
to climb waterfalls.","โจมตีด้วยพลังมากพอ
สำหรับไต่ขึ้นน้ำตก",translated_pending_qa,1,2,93,93,120,pass,pass,pass,pass,pass,1,tm_hm_description,src/data/text/item_descriptions.h,1401
sHM08Desc,"Dives underwater
the 1st turn, then
attacks next turn.","ดำน้ำในเทิร์นแรก
แล้วโจมตีเทิร์นถัดไป",translated_pending_qa,1,2,94,94,120,pass,pass,pass,pass_ordinal_translated,pass,2,numeric;tm_hm_description,src/data/text/item_descriptions.h,1406
sOaksParcelDesc,"A parcel for PROF.
OAK from a POKéMON
MART's clerk.","พัสดุจากพนักงาน
โปเกมอนมาร์ตถึง
ศาสตราจารย์โอ๊ก",translated_pending_qa,1,3,76,76,120,pass,pass,pass,pass,pass,6,mixed_thai_latin_or_number;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1412
sPokeFluteDesc,"A sweet-sounding
flute that awakens
POKéMON.","ขลุ่ยเสียงไพเราะ
ที่ปลุกโปเกมอน",translated_pending_qa,1,2,70,70,120,pass,pass,pass,pass,pass,3,proper_name_or_location,src/data/text/item_descriptions.h,1417
sSecretKeyDesc,"The key to the
CINNABAR ISLAND
GYM's entrance.","กุญแจสำหรับเข้ายิม
บนเกาะซินนาบาร์",translated_pending_qa,1,2,83,83,120,pass,pass,pass,pass,pass,9,wide_line;mixed_thai_latin_or_number;proper_name_or_location,src/data/text/item_descriptions.h,1422
sBikeVoucherDesc,"A voucher for
obtaining a bicycle
from the BIKE SHOP.","คูปองแลกจักรยาน
จากร้านจักรยาน",translated_pending_qa,1,2,78,78,120,pass,pass,pass,pass,pass,5,mixed_thai_latin_or_number;proper_name_or_location,src/data/text/item_descriptions.h,1427
sGoldTeethDesc,"Gold dentures lost
by the SAFARI
ZONE's WARDEN.","ฟันปลอมทองคำที่
ผู้ดูแลซาฟารีโซน
ทำหาย",translated_pending_qa,1,3,77,77,120,pass,pass,pass,pass,pass,6,mixed_thai_latin_or_number;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1432
sOldAmberDesc,"A stone containing
the genes of an
ancient POKéMON.","หินที่บรรจุยีน
ของโปเกมอนโบราณ",translated_pending_qa,1,2,90,90,120,pass,pass,pass,pass,pass,3,proper_name_or_location,src/data/text/item_descriptions.h,1437
sCardKeyDesc,"A card-type door
key used in SILPH
CO's office.","คีย์การ์ดเปิดประตู
ในสำนักงานของ
ซิลฟ์",translated_pending_qa,1,3,77,77,120,pass,pass,pass,pass,pass,4,proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1442
sLiftKeyDesc,"An elevator key
used in TEAM
ROCKET's HIDEOUT.","กุญแจลิฟต์ที่ใช้ใน
ฐานลับของทีมร็อกเก็ต",translated_pending_qa,1,2,95,95,120,pass,pass,pass,pass,pass,13,near_120px;mixed_thai_latin_or_number;proper_name_or_location,src/data/text/item_descriptions.h,1447
sHelixFossilDesc,"A piece of an
ancient marine
POKéMON's seashell.","ชิ้นส่วนเปลือกหอย
ของโปเกมอนทะเล
ยุคโบราณ",translated_pending_qa,1,3,83,83,120,pass,pass,pass,pass,pass,4,proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1452
sDomeFossilDesc,"A piece of an
ancient marine
POKéMON's shell.","ชิ้นส่วนกระดอง
ของโปเกมอนทะเล
ยุคโบราณ",translated_pending_qa,1,3,81,81,120,pass,pass,pass,pass,pass,4,proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1457
sSilphScopeDesc,"SILPH CO's scope
makes unseeable
POKéMON visible.","กล้องจากซิลฟ์
ทำให้มองเห็นโปเกมอน
ที่ซ่อนตัวอยู่",translated_pending_qa,1,3,103,103,120,pass,pass,pass,pass,pass,6,mixed_thai_latin_or_number;proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1462
sBicycleDesc,"A folding bicycle
that is faster than
the RUNNING SHOES.","จักรยานพับได้
ที่เร็วกว่า
RUNNING SHOES",translated_pending_qa,1,3,75,63,120,pass,pass,pass,pass,pass,4,proper_name_or_location;three_lines,src/data/text/item_descriptions.h,1467
